rating,tips,cat_name,cat_parent
5.6,November seabreeze cocktail is bittersweet and wonderfully refreshing ;),American Restaurant,
5.2,Breakfast sucks!!! I had a few lunches here and they were ok... Today's breakfast was simply awful!,American Restaurant,
6.0,"The staff is friendly and the bartender gave me a 250 ml wine for the 175 ml I ordered and there was an extra portion of chicken for my bf. Food is way nicer than in Angus Steakhouse, for example.",American Restaurant,
7.4,"The Prison Eggs are a nice, hot twist on the usual morning fare!",American Restaurant,
6.0,Best seats in the house are the 8-10 seat raised booth in middle of restaurant floor and the converted New York yellow taxi cars outside,American Restaurant,
8.3,Nice burgers for a pre-cinema,Burger Joint,
7.5,Buffalo fries were incredible,Burger Joint,
8.5,Bacon cheese burger is all time favourite!,Burger Joint,
7.9,"Cheese burger is my favorite I always go for American cheese and French fries,, they also have a kids menu 👍🏼",Burger Joint,
9.0,Dirty (in a good way) greasy beef or chicken burger served in brioche bun. Best burger joint in Lewisham.,Burger Joint,
8.3,Nice burgers for a pre-cinema,Burger Joint,
7.3,The oreo milkshake is amazing!,Burger Joint,
7.3,"One of my fav burger joints at the heart of London, very friendly chefs and waters👏",Burger Joint,
7.5,This is the hardest place in the world to find!,Burger Joint,
7.5,Definitely overpriced. For that kind of money you're better off going to Tinseltown!,Burger Joint,
7.3,"Selling the Hop Stuff beer, made in Woolwich",Burger Joint,
7.9,Located near Mile End Tube Station this steakhouse is exceptionally good value for money. Not only does it have the most succulent steaks in London E3 but the service and ambience are also excellent.,Burger Joint,
8.2,"Get the bacon cheeseburger with jalapeno peppers. Beware, the portion of fries are massive. Small fries is enough to share among 2-3!",Burger Joint,
7.2,One of the best burgers I have ever had. Nice crisp bacon.  Not the sort of place to hang out more of a grab and run. Lights are too bright and wine served in plastic cups.,Burger Joint,
7.1,get the garlic mayo!,Burger Joint,
6.0,Really friendly staff,Burger Joint,
7.0,"Burgers are tasty, juicy and tender but regular size is small and very expensive for the size.",Burger Joint,
6.1,"Order the VIP5 milkshake, it has peanut butter in it!",Burger Joint,
6.2,such good pizza for so cheap)),Burger Joint,
5.7,Nice staff,Burger Joint,
6.4,The service and the food were terrible. Far from the quality of the one in Earl's Court.,Burger Joint,
9.0,Lovely settings with bar made of recycled wood pellet.. The lovely owners... Melon juice served up with paper straws nd cool jars.. Burger with avocado nd brioche bread nd delivious organic meat!,Burger Joint,
6.0,Really friendly staff,Burger Joint,
8.3,GBKs are my favorites burger places in London!,Burger Joint,
7.3,Consistently delicious burgers cooked medium well. Ask for the rosemary salt on the side.,Burger Joint,
7.9,The burgers here are amazing as well as being good value for money!,Burger Joint,
7.5,Taxi driver burger and sweet potato fries are excellent. Milkshake are thick and indulgent. These guys compare well with the other burger players in the area.,Burger Joint,
7.1,For those of you with a sweet tooth - The Taxi Driver!,Burger Joint,
6.4,Try new Taxi Burger. It is simply a fantastic with chilli onion rings and fries. Yummy!,Burger Joint,
7.1,"It's a great view and a great restaurant. As an American, I must protest the ""American steakhouse"" appellation. It's lighter, more refined.",Steakhouse,
7.1,Hanger Steak,Steakhouse,
7.1,Hanger Steak,Steakhouse,
8.5,steakhouse - это пароль к WiFi,Steakhouse,
8.6,One of the best places in london,Steakhouse,
7.6,"Some of the best food I have had in recent memory, absolutely unbelievably good!",Steakhouse,
7.2,Good service and wicked selection of steaks. Obviously,Steakhouse,
8.5,"Yes it is French, no they don't serve butter with bread and no they don't cater for vegetarians. But the steak is cooked to perfection, their secret sauces on their steaks and salad are sublime.",Steakhouse,
6.8,A new addition in the neighbourhood! The food was great and full of taste! Been there the first day of opening (19th December). The menu was quite limited but it will expand with time.,Steakhouse,
7.5,"Excellent steak, but not many veggie options! But then it's a steak house, after all ....dessert however where amazing and big so share one !",Steakhouse,
7.9,Located near Mile End Tube Station this steakhouse is exceptionally good value for money. Not only does it have the most succulent steaks in London E3 but the service and ambience are also excellent.,Steakhouse,
7.1,This is a great casual restauant. Food is excellent,Steakhouse,
6.9,The beef sirloin ams Argentinian style chips were tasty. The chimmi-churri on the other hand was not the best I've had. Service was clumsy and awkward - so much so that we left without having dessert.,Steakhouse,
6.0,First time here. Enjoyed the lamb cutlets. It's a nice local steakhouse - more upmarket than Toby Carvery!,Steakhouse,
6.1,"Order the VIP5 milkshake, it has peanut butter in it!",Steakhouse,
5.9,nice place to have breakfast on a weekend,Steakhouse,
5.5,Love the music in here modern and upto date the best bar in stratford,Steakhouse,
5.7,A bit of a chav hangout,Steakhouse,
5.2,"Bad service experience! If you have a car, go to Sidcup Place next to St Mary Cray Hospital (same company, much better service)",Steakhouse,
8.5,"Really well cooked steaks, rare rump in the picture.",Steakhouse,
8.5,"What used to be a Soho ballroom is now a mega restaurant with 300 covers and space for around 50 at the lone standing bar. It’s all rich red carpeting, red leather booths and chairs, with subtle golds",Steakhouse,
6.9,"Hold out for Emile Hesky, he will outbid Di Maria and dip both knob and ball for £1",New American Restaurant,
7.8,This restaurant is one of the best Chinese Restaurants in London. And I should know. Great spacious restaurant overlooking City Airport runway. Fantastic food and great staff. Clean toilets,Chinese Restaurant,
7.4,Very warm service here!,Chinese Restaurant,
7.0,Be sure to bring cash as they don't take cards.,Chinese Restaurant,
6.7,Ying yang rice is available on request!!!!,Chinese Restaurant,
7.5,"Looks like a substandard Chinese takeaway, but don't be fooled. The steamed dumplings and green beans with minced pork get a thumbs up. Try one of the 'blooming' green teas.",Chinese Restaurant,
6.2,"Has the best DimSum in the area, and nicely priced.",Chinese Restaurant,
5.9,The bubble tea is not bad. But the milk tea tasted less stronger than the traditional milk tea,Chinese Restaurant,
6.3,Absolutely love this place. Amazing amazing chinese.,Chinese Restaurant,
5.8,Awesome buffet,Chinese Restaurant,
7.0,The epitome of cheap and cheerful - in the best kind of way. You can get a generous plate of piping hot delicious food for under £5. Service is fast and furious. Has a sister restaurant in Woolwich.,Chinese Restaurant,
7.0,I thought this place was amazing until I tries noodle time across the road in Greenwich. That's the same price and 100% better service and respect to patrons!,Chinese Restaurant,
7.9,Thai Green Curry is one of the best I've tasted. They usually have live music on a Sunday too.,Thai Restaurant,
7.6,"If you have a velvet card, you get 20% discount here! /;-)",Thai Restaurant,
8.5,"the outside doesn't do this restaurant justice! amazing thai food and great, super friendly service. wish I could adopt the owner as my grandma ;-)",Thai Restaurant,
9.0,"The appearance and Leytonstone location will make you doubt the food, don't! It's fresh and tasty.",Thai Restaurant,
7.1,"Terrible service, forgot our order, mixed up our bill, 45min plus wait.",Thai Restaurant,
7.3,"Mediocre food, absolutely not fine, although the service is friendly. Cannot recommend it. Even if the setting and Thames view is very good.",Thai Restaurant,
7.2,"Craft beers and Thai food, what's not to like? Plus right by the station",Thai Restaurant,
6.1,The noodles were a bit hard and the beef far too chewy.,Thai Restaurant,
6.1,The food is avarage. The staff is really nice and helpful and the decoration is really good!,Thai Restaurant,
6.2,Fantastic Thai food!,Thai Restaurant,
6.1,Damn good green curry for a stall in a food court.,Thai Restaurant,
6.2,Can only echo what others have said. Humungous portions and well cooked food. The fact we boxed up our leftovers instead of leaving them is a good sign.,Thai Restaurant,
7.9,Amazing little place with beautiful food in Charlton. Well worth a visit. Open for all football matches too.,Thai Restaurant,
8.4,Great food. Great prices!,Japanese Restaurant,
8.8,"Try the ginkobai umeshu, excellent plum wine that's quite sweet.",Japanese Restaurant,
7.8,The Best Sushi restaurant in Kent! Yo! Sushi is delicious and just like a trip to Japan with each restaurant there's a sushi train.,Japanese Restaurant,
7.1,chicken katsu curry!,Japanese Restaurant,
7.1,"The food is really good, but for that price I could even go as far as to say ""fantastic""!",Japanese Restaurant,
8.8,"Can't fault the weekend buffet. Sushi buffet, main course, dessert and unlimited wine.",Japanese Restaurant,
6.4,Sunday dinner sushi buffet is great value and soooo tasty !,Japanese Restaurant,
8.8,Food amazing and stuff as well,Japanese Restaurant,
8.4,"Food is fab but remember its BYOB. There's an off license next door, Tescp down the street and small M&S at the BP.",Japanese Restaurant,
8.9,Great dim sum. Very authentic and extremely good value for money. Save the Cantonese sponge cake for last.,Dim Sum Restaurant,
7.3,"Huge portion of pricey, average and westernised Chinese food.",Dim Sum Restaurant,
6.7,"Used to come here weekly, but quality has taken a serious hit for the worse. What were once quality dim sum made with fresh ingredients, now looks like processed frozen food. Urgh.",Dim Sum Restaurant,
8.1,"Decent ramen & a good choice of sides / other dishes. Pork hirata buns were really nice, but spicy tofu was VERY spicy. Ramen broth was ok but I've had lots better, toppings added to soup were good.",Noodle House,
8.0,"Best pho out of Vietnam! I had the spicy crab, prawn and belly port noodles. Yum!",Noodle House,
8.0,Fast delivery through deliveroo app! Great sushi!,Korean Restaurant,
8.7,Unpretentious little gem. top quality vietnamnese food for reasonable prices!,Vietnamese Restaurant,
7.6,"A good addition to Leytonstone area. Nice interior. They offer Fritz cola from Germany, how amazing! I had the prawn stir fry noodles which were a bit too greasy for me.",Vietnamese Restaurant,
8.0,The Bun Cha Nem Thit Nuong is absolutely amazing,Vietnamese Restaurant,
5.2,"rude staff and mediocre food, would not recommend!",Vietnamese Restaurant,
6.7,"So good, proper Viet place",Vietnamese Restaurant,
8.0,"The Pho Tai, rare beef soup noodles were very tasty indeed. Great value place. All fresh and light. The banh cuon, similar to Chinese Cheung Fun rolls are also good.",Vietnamese Restaurant,
8.0,Wish they would do food delivering service as well but the food is really outstanding!,Vietnamese Restaurant,
8.1,Sort of vintage Paris meets Hanoi decor. Good Vietnamese style bagettes. Great place to people watch on the busy intersection.,Vietnamese Restaurant,
8.0,Much better than the spots on kingsland road.,Vietnamese Restaurant,
8.7,The best Vietnamese food I've had in the UK. Ban Cuon is a must. Kingsland road does not come close.,Vietnamese Restaurant,
8.2,Amazing value. Appropriately spicy and authentic South Indian/Sri Lankan food.,Sri Lankan Restaurant,
8.2,Amazing value. Appropriately spicy and authentic South Indian/Sri Lankan food.,Sri Lankan Restaurant,
9.4,"As good as they say! All of our dishes were absoluty packed with flavour! The bone marrow, egg hopper and lamb kothu roti were highlights!",Sri Lankan Restaurant,
8.2,Amazing value. Appropriately spicy and authentic South Indian/Sri Lankan food.,Sri Lankan Restaurant,
7.9,"Up for excellent South Indian/Sri Lankan, then this is the place... Mutton rolls, chicken wing chukka, bonemarrow varuval or Syrian rice plate. Just plain good and service!",Sri Lankan Restaurant,
7.7,"2/ The love cake was not bad, but I didn't like it that much, as I felt the taste of marzipan in it and I am not a big fan of its taste was imbalanced.",Sri Lankan Restaurant,
8.1,Semi hidden gem in Tooting. Go here for the best Sri Lankan curry south of the river.,Sri Lankan Restaurant,
6.7,"One of the best London restaurants serving authentic, delicious Kerala food. Super reasonable prices. Try the Milk Appam with meat curries. Or veggie curries, idiappam, vada, dosa — hard to go wrong.",Sri Lankan Restaurant,
8.2,Lovely place to have breakfast,Australian Restaurant,
9.3,"Try the hotcakes with banana, maple syrup and honeycomb butter 😍",Australian Restaurant,
7.8,"Best coffee close to Liverpool Street. They also have a mouth-wateringly good breakfast wrap with bacon, egg, spinach and a bit of a spicy kick.",Australian Restaurant,
9.3,One of my fav. breakfast spots in London: ricotta pancakes/scrambled eggs TDF! Love this branch. Great meal before leaving town. Tried chicken schnitzel for lunch 👍👍,Australian Restaurant,
9.0,Flat white was pretty good.,Australian Restaurant,
8.8,"One of the best coffee shop in Soho, but cash only! Also, pretty miserable.",Australian Restaurant,
7.9,"Incredible breakfast!! I will be back, for sure!",Australian Restaurant,
8.9,The berry smoothie... Get ready for a taste of heaven!,Australian Restaurant,
9.2,Everything is good here. Personal favourites are The Convict & Sweet Maria. Bring a friend and share those two. Don't forget to have a smoothie. Oh and on weekends there's pancakes.,Australian Restaurant,
9.4,"Arguably the best breakfast spot in town. Go all out for chef Bill Granger’s famous ricotta hotcakes, topped with sticky, molten chunks of honeycomb butter. http://tandl.me/SfGlu9",Australian Restaurant,
8.2,Avocado toast for sure!,Australian Restaurant,
5.7,Best coffee at Euston. That's relative of course but still does a decent flat white.,Australian Restaurant,
7.5,Best Coffee in Kew! Try the Brew Breakfast,Australian Restaurant,
7.1,Awesome milkshakes,Australian Restaurant,
8.8,Wifi: Kipferl   Password: coffeehouse,Austrian Restaurant,
8.9,"... unbelievable käsespätzle, which is a noodle dish full of cheese and bacon that seems born of the drunken back-alley copulation of an aggressive mac and cheese with a really slutty carbonara.",Austrian Restaurant,
7.7,The closest thing to Austria in London,Austrian Restaurant,
6.7,"Surprisingly spacious, friendly and tasty food served",Austrian Restaurant,
7.1,Real Austrian food made from real Austrian ingredients. Highly recommended!,Austrian Restaurant,
6.4,"Disappointing service and food at over inflated prices. Like a cheap plastic cracker toy at christmas, to be avoided at all costs.",Austrian Restaurant,
6.8,'Hot' is misleading. My salt beef bagel was cold! I've had much better from the other bagel shop round the corner.,Bagel Shop,
7.0,"Bring cash, they don't take cards",Bagel Shop,
5.1,Nice if expensive beer .. ( expensive is normal for an airport.. nice is less usual !),Bagel Shop,
5.1,"USB charging ports and spare seats, miss the rush in the main area and walk down towards gate 5 for some space",Bagel Shop,
7.8,Take a seat downstairs to watch the bakers work,Bakery,
8.8,Amazingly understated place. Service is great. Everyone is so friendly. Products are always so fresh and tasty. Regular spot for a weekend breakfast,Bakery,
7.6,'Black Forest' cake portion's become twice smaller since my last visit and now the cake is wrapped around with a film which is quite difficult to remove. 'Black Forest' is still one of the best though,Bakery,
8.9,Everything is made and baked fresh using top quality ingredients what ever the weather this bright bakery and cafe is always welcoming!,Bakery,
7.9,It's really nice had almond milk flat white and raspberry Swiss Roll. The place lacked decoration despite its great location and products,Bakery,
7.5,"Great coffee, wonderful patisserie and really friendly owners.",Bakery,
8.6,By far the best coffee place in Mile End. Perfect for a short break accompanied by great coffee and amazing food. The nice and caring staff greatly contributes to the friendly atmosphere.,Bakery,
7.5,"Best seeded bread in London - light, super tasty, healthy and a good price. They'll slice it for you too",Bakery,
7.0,Lovely handmade cakes & good coffee too. Nice that you can sit outside & watch the World go by...,Bakery,
7.8,One staff member was very polite the other very rude.,Bakery,
6.8,Chopped liver & pickled cucumber bagel. Delicious.,Bakery,
7.1,Really nice baguette and pastries. Try the Montagnard!,Bakery,
7.4,Grab a fresh perfectly made pain au chocolat from this little French bakery cafe,Bakery,
6.9,"Excellent baked things - try the croissants and cinnamon rolls, but don’t bother with the coffee, which is disappointing.",Bakery,
7.0,No iced coffee for hot days like today! Said they will rectify the situation though.,Bakery,
6.5,"The social slice ALL. THE. WAY. Love the loafs and sandwiches, but suuuper slow with preparing coffees though..",Bakery,
6.8,"fairly low quality ingredients, but prices are extremely low.",Bakery,
6.5,Stop selling sesame seed baguettes! This store sells to business people who eat at their desks and do not need seeds going everywhere. Also the staff always give you the smallest baguette...,Bakery,
5.7,"Give them a break, its only greggs not a 5 star restaurant",Bakery,
8.8,Amazingly understated place. Service is great. Everyone is so friendly. Products are always so fresh and tasty. Regular spot for a weekend breakfast,Bakery,
8.3,Good desserts and nice shop inside,Bakery,
7.9,"Stop by when you have a craving for cakes. This is about the best place you buy cakes in Cutty Sark. Try carrot cake, strawberry and chocolate sandwich, chocolate and caramel cake (not the round bomb)",Bakery,
7.0,"Flavourless tart, cheesecake tasting like they're made 5 days ago, poor sandwich quality and selection, very bitter coffee. Nothing about this place looks like what was shown at BBC program. :-(",Bakery,
6.6,"Just re-opened.great refurbishment, fresh croissant almond or plain perfect start to breakfast, then off to camden lock, via the grand union canal to Hi sushi for great ramen! Over looking the lock.",Bakery,
7.6,The best 'Black Forest' I have ever tried,Bakery,
7.9,"Lovely coffee and cakes. Like most cafes in the area, irritating local mums bring screaming babies and toddlers. There's a market for a child free cafe here. Please, someone start it!",Bakery,
7.6,It's all about the bakery at the back!,Grocery Store,
6.0,"This small tesco store has a good selection of veg, bakery and sundries. Don't expect  to be able to get everything. I wanted powdered mash potatoes but they don't do it.",Grocery Store,
6.5,"Good variety of snacks, salads and offers. Fits the budget meal category. A good place to go for pre-cooked food, fruits, bread etc. vegetable selection isn't so expansive though.",Grocery Store,
5.1,Not enough choice and what there is is too expensive. Comparable to convenience store,Grocery Store,
6.2,E prepared for queues and miserable staff,Grocery Store,
6.5,Sign up for a co-op membership and earn back 5% on all co-op own brand products which you can spend whenever you'd like no matter how much you've earned,Grocery Store,
6.7,Lithuanian food...,Grocery Store,
6.0,"This small tesco store has a good selection of veg, bakery and sundries. Don't expect  to be able to get everything. I wanted powdered mash potatoes but they don't do it.",Grocery Store,
6.2,Ethically and morally better than tesco and staff are far more helpful and polite.,Grocery Store,
6.0,We're only tight on the carrier bags because we want you to bring your own and we're dedicated to helping the environment. We're a good store and always smiling!,Grocery Store,
6.1,Good variety of stuff for such a small shop,Grocery Store,
6.0,Look for reduced,Grocery Store,
5.5,"Strategically placed, could have been better if bigger!",Grocery Store,
5.6,Go in before 9 on Saturday morning and pickup some seriously discounted 'use by date' bargains for the weekend...,Grocery Store,
6.7,Conveniently located and good section of fresh produce. Branded items are more expensive though; there's a Sainsbury's about 5-10 minute walk away down Mercers Road which is often cheaper.,Grocery Store,
9.4,"Love, love, love this place. Always my first port of call when in London. Just wish we had one in Cheshire :-(",Grocery Store,
5.4,No port here.,Grocery Store,
7.1,"Fantastic fruit, and veg! Much cheaper than Sainsbury's just up the road!",Grocery Store,
6.5,Great drinks promotions! And much better selection of food in general than Tesco across the road!,Grocery Store,
6.5,"Essentially a grocery store as it should be. A selection of flours ranging from polenta, almond and rice flour. A corner shop catering for gluten-free. Up my street!",Grocery Store,
7.5,Not impressed to be honest!  Waitress constantly hassled us and even interrupted me to tell me off for trying my girlfriends food because it was unlimited!  It's very expensive for what it is...,BBQ Joint,
7.4,Best Turkish restaurant in London. Must be visited by all meat&kebab  lovers....,BBQ Joint,
6.2,This place is a proper hole in the wall in terms of decor but it's the real deal when it comes to shish. Go.,BBQ Joint,
7.4,"Is this an Italian restaurant. I see it does pizza,",BBQ Joint,
8.1,"Game day special, half ribs, pulled port, wings, coleslaw, fries and half pint of beer",BBQ Joint,
7.5,Burger & Lobster or Smack Deli has better lobster roll. Seems like the big easy at kings road is better... But the peanut butter and chocolate shake is yum!,BBQ Joint,
6.9,Belgian beers ♥️ Burger was nice as well. Not too crowded managed to get a table on weekday.,Belgian Restaurant,
6.7,Cute French waitress!,Belgian Restaurant,
5.8,"Expensive, but good selection of non-standard Belgian beers. Shame the bar staff insist on pouring the bottles and don't know how.",Belgian Restaurant,
7.5,"Amazing healthy food! Very good for a lunch to load yourself with energy. Quite big portion of base (e.g rice + spinach), vegetables and meet/falafel/etc. for £6.25",Bistro,
7.9,Your standard wick's place with cashew milk,Bistro,
6.6,"Foods good, service average but I think you could get better at an independent.",Bistro,
5.0,These guys couldn't poach an egg to save their lives. Massively overdone. Avoid.,Bistro,
6.5,Best coffee in London,Bistro,
6.5,Not bad at all for the area. Cute inside.,Bistro,
8.7,Always dependably good. Nice French style menu. Everything always cooked well. Bistro style. Friendly and efficient staff.,French Restaurant,
8.5,I love a good French bistro steak and pomme frites experience. This was truly delicious. They know how to cook their steak.,French Restaurant,
6.6,One of the best French bistros in London.,French Restaurant,
8.7,Never thought that Cote would be such a great place for breakfast!!! Will be back there on weekends!,French Restaurant,
8.5,"Yes it is French, no they don't serve butter with bread and no they don't cater for vegetarians. But the steak is cooked to perfection, their secret sauces on their steaks and salad are sublime.",French Restaurant,
8.0,"If you are looking for something different the place is ideal! Value for money, reasonable prices and the flavours... Omg I just had the salted caramel caneles and they were soo delicious!!!",French Restaurant,
7.9,I'm in love with this place! They make the best scones! That coffee and my favorite hazelnut spread.. omg they make my day when I have the breakfast here;) not to mention croissants.. ;),French Restaurant,
7.7,Not easy to find but it worth every bite!!! Amazing amazing amazing scallops with edamame! The Big cousine and spectacular view. Superb service!,French Restaurant,
7.8,The food i had was good along with the service,French Restaurant,
7.9,"Good service, delicious French food",French Restaurant,
6.6,A superb French bistro with all time Gallic favourites and many imaginative twists and great service,French Restaurant,
6.4,This is the Cafe of my choice in my borough,French Restaurant,
6.3,Great place for a glass or bottle of French wine and some cheese,French Restaurant,
6.2,Possibly London's best modern European restaurant.,French Restaurant,
6.1,The chicken and the dessert were delicious! Mmmm! :),French Restaurant,
5.8,Breakfast in the garden is the best way to spend a Sunday morning.,French Restaurant,
5.9,Always a lovely atmosphere. We mostly come here at weekends with our little'ns. Children are always welcome and well looked after. They love the moules. We love the wine and specials.,French Restaurant,
5.1,Great food however totally let down by the slow disorganised service staff,French Restaurant,
6.2,Possibly London's best modern European restaurant.,French Restaurant,
8.7,Always dependably good. Nice French style menu. Everything always cooked well. Bistro style. Friendly and efficient staff.,French Restaurant,
8.8,Eat in style in what used to be the ballroom of the Regent Palace Hotel.,French Restaurant,
8.3,"When a restaurant has a court yard in Mayfair they think they can get away with average food, indifferent service and over priced dishes. Waitress would do well as a prison warden",French Restaurant,
8.0,"You can sip Port in the old arched cellars. The last Vintage Port to be bottled here was Sandeman 1955, and if you are lucky there will be some on the menu!",French Restaurant,
8.3,"Big portions, lovely grub. Mind the apple tarte - the fruit's cooked in port.",French Restaurant,
6.6,"Lovely local French restaurant. Service was good and food was excellent. Lunch set menu of 2x courses for £19 is good value, especially compared to some of the other places on Wanstead high street...",French Restaurant,
7.5,"Truffle mac&cheese delicious! The fish platter tho, calamari not prepared well (squishy/rubbery), warm smoked salmon so salty had to leave it behind. Tries to be bistro chic but food not up to par",English Restaurant,
8.4,Salt beef bagels,English Restaurant,
7.0,"Dirty plates and dirty cutlery, eww. Cookie dough, caramel and chocolate fudge cake is DIVINE!! Mmm",English Restaurant,
6.4,The best steak pie you will ever have! Pie & a pint £5.50.,English Restaurant,
7.5,"Great lattes & service. Eggs Royale are delicious, also try their French Toast!",English Restaurant,
7.5,Thi's place is very good and the food amazing!! Not expensive .,English Restaurant,
7.2,"There's a beer garden out the front. But don't stop - there is a well stocked bar and dining area, overlooking the gardens beyond. A not so little piece of rural idyll right there on Wanstead High St.",English Restaurant,
6.6,The hidden gem of Greenwich.,English Restaurant,
6.9,"Glorious on a sunny day. Sitting outside in the shade of the trees, drinking beer and watching the goings on of the river. Felt a million miles away from London.",English Restaurant,
6.2,The bar staff are slow.,English Restaurant,
7.0,Family atmosphere. Good service. Excellent deals. Very friendly staff. Outside area for al fresco dining or simply drinking in the sunshine,English Restaurant,
6.5,Bar staff don't know the difference between Moët and Monet or Manet.,English Restaurant,
5.9,Free unlimited salad with your meal!,English Restaurant,
6.1,Lovely place! The food is awesome and the people are caring!! Love it!,English Restaurant,
5.7,Strange place. Very strange. Go to The Gun down the road instead - a much better choice for a quiet drink.,English Restaurant,
4.5,"First visit in a number of years & I must say its improved dramatically. Food was lovely, decor festive, not sure what it's like at busy times, but Tues lunchtime was quiet.",English Restaurant,
5.1,Haven't been to a harvester in years and now I remember why.,English Restaurant,
5.3,"Salad, always the salad. The Crackerjack Prawns were good.",English Restaurant,
5.0,Never again,English Restaurant,
6.9,"Glorious on a sunny day. Sitting outside in the shade of the trees, drinking beer and watching the goings on of the river. Felt a million miles away from London.",English Restaurant,
7.5,The patisserie is a great place for coffee as well bacon rolls,English Restaurant,
4.5,Food was very good. Service was polite & prompt. The building could do with a bit if TLC.,English Restaurant,
5.7,Strange place. Very strange. Go to The Gun down the road instead - a much better choice for a quiet drink.,English Restaurant,
9.3,Green Door... One of the best cocktails I have tasted!,English Restaurant,
8.0,A melhor coxinha da cidade!!! E o melhor açaí também.,Brazilian Restaurant,
6.5,Chicken hearts are the best! :),Brazilian Restaurant,
8.8,"Great meats, the buffet is amazing and I really liked the service. Everyone is really friendly and the atmosphere is very cosy.",Brazilian Restaurant,
6.0,"Don't fill up on the buffet, that's a schoolboy error! Save yourself for the unlimited MEAT.",Brazilian Restaurant,
8.7,"Home cooked Brazilian & Portuguese cuisine. Friendly staff & fair price! Great option for take-away lunches. Try the 'Pasteis de Nata', traditional Portuguese egg custard pastries - Simply delicious!!",Brazilian Restaurant,
6.0,"Good service with good food but terribly overpriced. Once, not twice.",Brazilian Restaurant,
5.7,It's either Brazilian or Brasileiro! Brasilian is WRONG!,Brazilian Restaurant,
6.8,Nice mojito,Brazilian Restaurant,
7.7,Atendimento muito ruim! Parabéns!!!,Brazilian Restaurant,
8.0,Sagres e Super Bock Portuguese beers :),Brazilian Restaurant,
7.1,Wi-fi password is 'lasig',Brazilian Restaurant,
6.7,Get here before 7pm to take advantage of the Happy Hour on Caipirinhas,Brazilian Restaurant,
7.1,Warning: meat overload. Coming at you from every angle!,Brazilian Restaurant,
6.6,Real Men: Leave the salad bar be. Eat Meat.,Brazilian Restaurant,
8.6,Highly recommended!,Brazilian Restaurant,
8.2,"This modern, wood-furnished cafe is London's first embassy of Brazilian ground-beefwiches: gigantic and outrageously topped.",Brazilian Restaurant,
6.7,"Best Brazilian Rodízio in London! Great food, amazing meat.  Doesn't stop serving meat! Staff are very friendly!  You must try the dessert : pudim - just amazing!!!!",Brazilian Restaurant,
6.1,"Check the pockets of the jeans on the seats, and you might get a nice surprise.",Brazilian Restaurant,
7.3,"Awesome Brazilian food, all you can eat buffet, winrar",Brazilian Restaurant,
6.1,"Poor quality of meat, often over cooked. Simply not enough tables to demand good variety of cuts. One waiter serving food, simply not the Brazilian steakhouse experience. Very very disappointed.",Brazilian Restaurant,
5.5,"Over priced small portions. When telling the waiter, he simply told us we hadn't ordered the right thing",Brazilian Restaurant,
7.5,Very quick food service. Good spot to eat before a Wembley game. Quieter than most.,Brazilian Restaurant,
6.1,"GO ANYWHERE ELSE. Extremely expensive: the food is poorly served. Meat was all fat, nerves and too much pepper. I know Brazilian food, and there is no Cupuaçu nor Assai on the Amazon Icecream,CHEATERS",Brazilian Restaurant,
6.0,Brazilian food | Buffet,Brazilian Restaurant,
6.5,Lots of tasty barbecued meats and a buffet of tasty side dishes.,Brazilian Restaurant,
6.5,Chicken hearts are the best! :),Brazilian Restaurant,
6.0,"Don't fill up on the buffet, that's a schoolboy error! Save yourself for the unlimited MEAT.",Brazilian Restaurant,
6.0,"Good service with good food but terribly overpriced. Once, not twice.",Brazilian Restaurant,
5.7,It's either Brazilian or Brasileiro! Brasilian is WRONG!,Brazilian Restaurant,
6.5,Chicken hearts are the best! :),Brazilian Restaurant,
6.0,"Don't fill up on the buffet, that's a schoolboy error! Save yourself for the unlimited MEAT.",Brazilian Restaurant,
6.0,"Good service with good food but terribly overpriced. Once, not twice.",Brazilian Restaurant,
5.7,It's either Brazilian or Brasileiro! Brasilian is WRONG!,Brazilian Restaurant,
6.0,This is a buffet place like any other with (a lack of) quality to match. If you want proper meat - ie not something grilled beyond the point of very well done - go to a real steakhouse instead.,Brazilian Restaurant,
7.3,"Nice small place, with a couple of tables outside too. Pizza to forget, but the mushroom soup was delicious",Breakfast Spot,
6.8,Any takeaway coffee you like is only a quid! and Bacon roll is same!,Breakfast Spot,
7.8,"They have a wonderful polaroid wall, visit them a few times and you might get your picture up there! They also have a great collection of design and photography books. Best cafe in Newham. By far!",Breakfast Spot,
7.9,I'm in love with this place! They make the best scones! That coffee and my favorite hazelnut spread.. omg they make my day when I have the breakfast here;) not to mention croissants.. ;),Breakfast Spot,
9.2,Amazing breakfast spot with superb view 😍,Breakfast Spot,
8.8,Lose the split and knife scored wooden chopping boards. I like smooth clean plates.,Breakfast Spot,
8.7,Great coffee and all day brunch,Breakfast Spot,
8.2,Lovely place to have breakfast,Breakfast Spot,
7.3,"Already so crowded and have to wait in a queue like all the other breakfast clubs, who knew this would happen in canary wharf",Breakfast Spot,
7.8,"Doesn't look like much from the outside but serves STUNNING food and coffee. Space inside is limited so get there early(ish)! Oh, and get the shakshuka.",Breakfast Spot,
9.2,"Don't let the unmarked back alley scare you, this is one of the best brunch cafes in London! Cosy, off the street, friendly, and great seating inside and outside. Go early.",Breakfast Spot,
7.0,A great place to have your car breakdown. Good prices for tea and bacon rolls and it  is where the RAC vans hide.,Breakfast Spot,
