tips,lem_words,lem_tags,word_tags,lng,lat
"Chicken tandoori off the bone, mutton Baryani, pilau rice, Haleem, ginger chicken, nan, aloo parata all excellent",chicken tandoori bone mutton baryani pilau rice haleem ginger chicken nan aloo parata excellent,NN VB NN NN NN NN NN NN NN NN NN NN NN JJ,"[chicken/NN, tandoori/VB, bone/NN, mutton/NN, baryani/NN, pilau/NN, rice/NN, haleem/NN, ginger/NN, chicken/NN, nan/NN, aloo/NN, parata/NN, excellent/JJ]",51.5016611154,-0.156999119718
One of the best curry house in tooting. The chapli kebabs were mouth-watering and the lamb karahi was extremely delicious. I am definitely coming here again,best curry house toot chapli kebab be mouth watering lamb karahi be extremely delicious be definitely come here again,JJ VB NN VB JJ NN VB NN NN NN NN VB RB JJ VB RB VB RB RB,"[best/JJ, curry/VB, house/NN, toot/VB, chapli/JJ, kebab/NN, be/VB, mouth/NN, watering/NN, lamb/NN, karahi/NN, be/VB, extremely/RB, delicious/JJ, be/VB, definitely/RB, come/VB, here/RB, again/RB]",51.4351368066,-0.160808073468
"Really good food! Service it's not the best thing here, come with patience... The price is correct, not cheap place but affordable.",really good food service not best thing here come patience price be correct not cheap place affordable,RB JJ NN NN RB JJ NN RB VB NN NN VB JJ RB JJ NN JJ,"[really/RB, good/JJ, food/NN, service/NN, not/RB, best/JJ, thing/NN, here/RB, come/VB, patience/NN, price/NN, be/VB, correct/JJ, not/RB, cheap/JJ, place/NN, affordable/JJ]",51.5244133698,-0.168981251801
Not THE best in London or even tooting. Great exp though and my fav is the chicken Malaya .,not best london even tooting great exp though fav be chicken malaya,RB JJ NN RB NN JJ NN NN JJ VB NN NN,"[not/RB, best/JJ, london/NN, even/RB, tooting/NN, great/JJ, exp/NN, though/NN, fav/JJ, be/VB, chicken/NN, malaya/NN]",51.4296657962,-0.166211482787
"""When a kebab house with an illustrious history opens a branch near your home, it's pointless to resist..""",kebab house illustrious history open branch home pointless resist,NN NN JJ NN VB NN NN JJ VB,"[kebab/NN, house/NN, illustrious/JJ, history/NN, open/VB, branch/NN, home/NN, pointless/JJ, resist/VB]",51.4136157999,-0.124480733649
Spicy Chicken Tika Briyani,spicy chicken tika briyani,JJ NN NN NN,"[spicy/JJ, chicken/NN, tika/NN, briyani/NN]",51.5207379191,-0.171213570812
Ugh - never again.,never again,RB RB,"[never/RB, again/RB]",51.5338753234,-0.320168462262
Great food in a relaxed atmosphere. I always get a mango lassi when I'm here,great food relaxed atmosphere always get mango lassi here,JJ NN JJ NN RB VB NN VB RB,"[great/JJ, food/NN, relaxed/JJ, atmosphere/NN, always/RB, get/VB, mango/NN, lassi/VB, here/RB]",51.47099378,-0.353041160183
"Lovely place to pop in for a slice of cake and hot chocolate! Friendly staff, good facilities....",lovely place pop slice cake hot chocolate friendly staff good facility,JJ NN VB NN NN JJ NN JJ NN JJ NN,"[lovely/JJ, place/NN, pop/VB, slice/NN, cake/NN, hot/JJ, chocolate/NN, friendly/JJ, staff/NN, good/JJ, facility/NN]",51.5425044565,-0.00468713968764
Brilliant food (pizza is to die for!) and good range of alcohol to go with it :),brilliant food pizza be die good range alcohol go,JJ NN NN VB VB JJ NN NN VB,"[brilliant/JJ, food/NN, pizza/NN, be/VB, die/VB, good/JJ, range/NN, alcohol/NN, go/VB]",51.4921981905,0.0714564141018
Really relaxed place on the river. Great pizza and ale.,really relaxed place river great pizza ale,RB JJ NN NN JJ NN NN,"[really/RB, relaxed/JJ, place/NN, river/NN, great/JJ, pizza/NN, ale/NN]",51.5429731625,-0.0220634260912
"We came here at about 9pm on a Friday and it was busy but not crowded. The pizzas were fresh, tasty and arrived quickly, the organic wine was lovely and the chocolate hazelnut cake was delicious!",come here pm friday be busy not crowd pizza be fresh tasty arrived quickly organic wine be lovely chocolate hazelnut cake be delicious,VB RB NN NN VB JJ RB VB NN VB JJ JJ JJ RB JJ NN VB JJ NN NN NN VB JJ,"[come/VB, here/RB, pm/NN, friday/NN, be/VB, busy/JJ, not/RB, crowd/VB, pizza/NN, be/VB, fresh/JJ, tasty/JJ, arrived/JJ, quickly/RB, organic/JJ, wine/NN, be/VB, lovely/JJ, chocolate/NN, hazelnut/NN, cake/NN, be/VB, delicious/JJ]",51.5059666652,-0.0172672259561
Wine bar next to the Excel with a nice atmosphere and concept. family friendly,wine bar next excel nice atmosphere concept family friendly,NN NN JJ NN JJ NN NN NN JJ,"[wine/NN, bar/NN, next/JJ, excel/NN, nice/JJ, atmosphere/NN, concept/NN, family/NN, friendly/JJ]",51.508898264,0.0257173549453
"One of London's best pizzerias, and cheaper than Pizza Express, in the mammoth mall at Stratford, the main Olympic Park transit hub.",london best pizzeria cheaper pizza express mammoth mall stratford main olympic park transit hub,NN JJ NN JJ NN NN JJ NN NN JJ JJ NN NN NN,"[london/NN, best/JJ, pizzeria/NN, cheaper/JJ, pizza/NN, express/NN, mammoth/JJ, mall/NN, stratford/NN, main/JJ, olympic/JJ, park/NN, transit/NN, hub/NN]",51.5427404168,-0.00712944360749
Lovely pizza.,lovely pizza,JJ NN,"[lovely/JJ, pizza/NN]",51.5767923997,0.0272086124574
Not particularly good pizza.,not particularly good pizza,RB RB JJ NN,"[not/RB, particularly/RB, good/JJ, pizza/NN]",51.5254255002,-0.0347845025466
Fantastic place run by a family. Delicious pizza and would recommend a visit if you're in the area.,fantastic place run family delicious pizza recommend visit re area,JJ NN VB NN JJ NN VB NN NN NN,"[fantastic/JJ, place/NN, run/VB, family/NN, delicious/JJ, pizza/NN, recommend/VB, visit/NN, re/NN, area/NN]",51.544330998,-0.0270792744237
"Possibly the best beer garden in London, includes a two floor converted barn with sofas out the back",possibly best beer garden london include floor converted barn sofa back,RB JJ NN NN NN VB NN JJ NN NN RB,"[possibly/RB, best/JJ, beer/NN, garden/NN, london/NN, include/VB, floor/NN, converted/JJ, barn/NN, sofa/NN, back/RB]",51.4754614955,-0.0369299882366
"Even if it looks cosy and nice place, don't go there. The pizza base is gummy. It doesn't look like a real Italian pizza.",even look cosy nice place don go there pizza base be gummy doesn look real italian pizza,RB VB JJ JJ NN VB VB RB NN NN VB JJ JJ VB JJ NN NN,"[even/RB, look/VB, cosy/JJ, nice/JJ, place/NN, don/VB, go/VB, there/RB, pizza/NN, base/NN, be/VB, gummy/JJ, doesn/JJ, look/VB, real/JJ, italian/NN, pizza/NN]",51.4815937019,-0.0100967440906
"It was very busy, and didn't feel like a restaurant, because it was very noisy. A bit disappointed..",be very busy didn feel restaurant be very noisy bit disappoint,VB RB JJ VB NN NN VB RB JJ NN VB,"[be/VB, very/RB, busy/JJ, didn/VB, feel/NN, restaurant/NN, be/VB, very/RB, noisy/JJ, bit/NN, disappoint/VB]",51.5226342692,0.0715729531434
"I love pizza, but since I had Naples pizza is hard to find something in London as good as those flavours. This place brings those amazing flavours to memory! Best pizza that I had in London!!!",love pizza have naples pizza be hard find something london good flavour place bring amazing flavour memory best pizza have london,NN NN VB JJ NN VB JJ VB NN NN JJ NN NN VB JJ NN NN RB NN VB NN,"[love/NN, pizza/NN, have/VB, naples/JJ, pizza/NN, be/VB, hard/JJ, find/VB, something/NN, london/NN, good/JJ, flavour/NN, place/NN, bring/VB, amazing/JJ, flavour/NN, memory/NN, best/RB, pizza/NN, have/VB, london/NN]",51.5480398007,-0.0461750376786
Best Turkish restaurant in London. Must be visited by all meat&kebab  lovers....,best turkish restaurant london be visit meat kebab lover,RB JJ NN NN VB VB NN NN NN,"[best/RB, turkish/JJ, restaurant/NN, london/NN, be/VB, visit/VB, meat/NN, kebab/NN, lover/NN]",51.5928259708,0.0261329477212
"If you are hungry, this is the place to go! Try the gigantic pizzas or the monk fish. A lot of good food at a reasonable price. And the restaurant name and logo...",be hungry be place go try gigantic pizza monk fish lot good food reasonable price restaurant name logo,VB JJ VB NN VB VB JJ NN NN VB NN JJ NN JJ NN NN NN NN,"[be/VB, hungry/JJ, be/VB, place/NN, go/VB, try/VB, gigantic/JJ, pizza/NN, monk/NN, fish/VB, lot/NN, good/JJ, food/NN, reasonable/JJ, price/NN, restaurant/NN, name/NN, logo/NN]",51.5101199326,-0.039143770153
The 16.95 three course with free housewine was excellent vfm,course free housewine be excellent vfm,NN JJ NN VB JJ NN,"[course/NN, free/JJ, housewine/NN, be/VB, excellent/JJ, vfm/NN]",51.41185265,0.075289752
Happy hour pizza are £5 a pop and Moretti on the cheap.,happy hour pizza be pop moretti cheap,JJ NN NN VB NN VB JJ,"[happy/JJ, hour/NN, pizza/NN, be/VB, pop/NN, moretti/VB, cheap/JJ]",51.50737,-0.023085773
"Ordering takeaway pizza-waiting time one hour, are serious?????",order takeaway pizza wait time hour be serious,VB NN NN VB NN NN VB JJ,"[order/VB, takeaway/NN, pizza/NN, wait/VB, time/NN, hour/NN, be/VB, serious/JJ]",51.5474652567,-0.00731456302597
Best pizzas in town!!! Love the Diavolo!!!! Absolutely fab..!,best pizza town love diavolo absolutely fab,JJ NN NN VB NN RB JJ,"[best/JJ, pizza/NN, town/NN, love/VB, diavolo/NN, absolutely/RB, fab/JJ]",51.4398598857,0.268737426872
Wasn't a fan of the Duck and Hoisin Pasta. Ew.,wasn fan duck hoisin pasta ew,JJ NN NN NN NN NN,"[wasn/JJ, fan/NN, duck/NN, hoisin/NN, pasta/NN, ew/NN]",51.4868758631,0.281423197163
A great place to catch up with good friends over a delicious pizza and a glass/bottle of wine.,great place catch good friend delicious pizza glass bottle wine,JJ NN VB JJ NN JJ NN NN NN NN,"[great/JJ, place/NN, catch/VB, good/JJ, friend/NN, delicious/JJ, pizza/NN, glass/NN, bottle/NN, wine/NN]",51.5756118488,0.179746437634
"Lovely place, always good food and for the price of competitors pizzaexpress a tastier pizza in their 'rustica' range. Mezzo e mezzo not too shabby. Their slogans on the napkins are worth taking home",lovely place always good food price competitor pizzaexpres tastier pizza rustica range mezzo mezzo not too shabby slogan napkin be worth take home,JJ NN RB JJ NN NN NN VB JJ NN NN NN NN NN RB RB JJ NN NN VB JJ VB NN,"[lovely/JJ, place/NN, always/RB, good/JJ, food/NN, price/NN, competitor/NN, pizzaexpres/VB, tastier/JJ, pizza/NN, rustica/NN, range/NN, mezzo/NN, mezzo/NN, not/RB, too/RB, shabby/JJ, slogan/NN, napkin/NN, be/VB, worth/JJ, take/VB, home/NN]",51.5030102568,0.0049705556944
"great place, great service, try the muffin and the pizza",great place great service try muffin pizza,JJ NN JJ NN VB NN NN,"[great/JJ, place/NN, great/JJ, service/NN, try/VB, muffin/NN, pizza/NN]",51.4922711725,0.0699279682255
Lovely food and good atmosphere :-),lovely food good atmosphere,JJ NN JJ NN,"[lovely/JJ, food/NN, good/JJ, atmosphere/NN]",51.5028267356,-0.019891973179
"Pizzas are good, but for the price they could be more generous with the amount of ingredients.",pizza be good price be more generous amount ingredient,NN VB JJ NN VB RB JJ NN NN,"[pizza/NN, be/VB, good/JJ, price/NN, be/VB, more/RB, generous/JJ, amount/NN, ingredient/NN]",51.5126274478,-0.0383951462819
They serve pizza here.,serve pizza here,VB NN RB,"[serve/VB, pizza/NN, here/RB]",51.4805874509,-0.00914371408608
The Pollo Pesto is really yummy!,pollo pesto be really yummy,NN NN VB RB JJ,"[pollo/NN, pesto/NN, be/VB, really/RB, yummy/JJ]",51.5030648661,0.00489598529034
Great staff....but they not sellin Profiterole anymore ,great staff not sellin profiterole anymore,JJ NN RB NN NN RB,"[great/JJ, staff/NN, not/RB, sellin/NN, profiterole/NN, anymore/RB]",51.4900729741,0.0123051407571
"Leggera pizzas are about 500 calories, not bad at all! Bon appetit",leggera pizza be calory not bad,NN NN VB NN RB JJ,"[leggera/NN, pizza/NN, be/VB, calory/NN, not/RB, bad/JJ]",51.4668935537,0.00729913903175
Just had very nice pizza!!!,just have very nice pizza,RB VB RB JJ NN,"[just/RB, have/VB, very/RB, nice/JJ, pizza/NN]",51.511696009,-0.0278030307747
"Wonderful place, good food. Pizza size is huge and if you are ordering for one person, then dont order starters",wonderful place good food pizza size be huge be order person then dont order starter,JJ NN JJ NN NN NN VB JJ VB VB NN RB VB NN NN,"[wonderful/JJ, place/NN, good/JJ, food/NN, pizza/NN, size/NN, be/VB, huge/JJ, be/VB, order/VB, person/NN, then/RB, dont/VB, order/NN, starter/NN]",51.5059613049,-0.028347997145
Delish pizza. The place is huge and has a nice garden with music.,delish pizza place be huge have nice garden music,JJ NN NN VB JJ VB JJ NN NN,"[delish/JJ, pizza/NN, place/NN, be/VB, huge/JJ, have/VB, nice/JJ, garden/NN, music/NN]",51.4749466507,-0.0397332042779
"Love this place. Good selection of beer, the perfect Bloody Mary, cracking pizza with a good choice too. There is a selection of games too if you're into that. Very friendly staff and good atmosphere!",love place good selection beer perfect bloody mary crack pizza good choice too there be selection game too re very friendly staff good atmosphere,VB NN JJ NN NN JJ JJ JJ VB NN JJ NN RB RB VB NN NN RB NN RB JJ NN JJ NN,"[love/VB, place/NN, good/JJ, selection/NN, beer/NN, perfect/JJ, bloody/JJ, mary/JJ, crack/VB, pizza/NN, good/JJ, choice/NN, too/RB, there/RB, be/VB, selection/NN, game/NN, too/RB, re/NN, very/RB, friendly/JJ, staff/NN, good/JJ, atmosphere/NN]",51.5344899664,-0.0359333514539
"Easily the worst service that I've ever had at any Pizza Express restaurant. Slow, sullen, sloppy. Might have been a one-off but I'll be avoiding this one in future.",easily worst service ve ever have pizza express restaurant slow sullen sloppy have be one off be avoid one future,RB JJ NN NN RB VB NN JJ NN VB JJ JJ VB VB NN NN VB VB NN NN,"[easily/RB, worst/JJ, service/NN, ve/NN, ever/RB, have/VB, pizza/NN, express/JJ, restaurant/NN, slow/VB, sullen/JJ, sloppy/JJ, have/VB, be/VB, one/NN, off/NN, be/VB, avoid/VB, one/NN, future/NN]",51.505017312,-0.0202809126769
Pizza is overpriced here. You need to pay at least 11GBP for a pizza. Laggera pizzas are very small. Dont forget to ask for cheese for your pasta.,pizza be overprice here need pay least gbp pizza laggera pizza be very small dont forget ask cheese pasta,NN VB VB RB VB VB JJ NN NN NN NN VB RB JJ VB VB VB NN NN,"[pizza/NN, be/VB, overprice/VB, here/RB, need/VB, pay/VB, least/JJ, gbp/NN, pizza/NN, laggera/NN, pizza/NN, be/VB, very/RB, small/JJ, dont/VB, forget/VB, ask/VB, cheese/NN, pasta/NN]",51.5428121585,-0.00708824074336
Gluten free pizza :-D,gluten free pizza,NN JJ NN,"[gluten/NN, free/JJ, pizza/NN]",51.556358351,-0.007660474323
"Leggera pizzas are about 500 calories, not bad at all! Bon appetit",leggera pizza be calory not bad,NN NN VB NN RB JJ,"[leggera/NN, pizza/NN, be/VB, calory/NN, not/RB, bad/JJ]",51.5430042097,0.000984911111775
"Very nice Italian place. Pizza and pasta - both were delicious. Super service, good value for money.",very nice italian place pizza pasta be delicious super service good value money,RB JJ JJ NN NN NN VB JJ JJ NN JJ NN NN,"[very/RB, nice/JJ, italian/JJ, place/NN, pizza/NN, pasta/NN, be/VB, delicious/JJ, super/JJ, service/NN, good/JJ, value/NN, money/NN]",51.4180092493,0.067618958677
"OMG! Avoid this place at all cost, the worst pizza on earth! Everything has so much sugar added it's incredible!!",avoid place cost worst pizza earth everything have so much sugar add incredible,VB NN NN JJ NN NN NN VB RB JJ NN VB JJ,"[avoid/VB, place/NN, cost/NN, worst/JJ, pizza/NN, earth/NN, everything/NN, have/VB, so/RB, much/JJ, sugar/NN, add/VB, incredible/JJ]",51.5038141444,-0.0235513451754
"Really great food for when you feel so hungover Sunday morning, this place is your only saviour. Fav dish is omelette that looks like a pizza.",really great food feel so hungover sunday morning place be only saviour fav dish be omelette look pizza,RB JJ NN VB RB RB JJ NN NN VB JJ NN JJ NN VB NN VB NN,"[really/RB, great/JJ, food/NN, feel/VB, so/RB, hungover/RB, sunday/JJ, morning/NN, place/NN, be/VB, only/JJ, saviour/NN, fav/JJ, dish/NN, be/VB, omelette/NN, look/VB, pizza/NN]",51.5292079416,-0.0466047320613
"Love this place. Pizza, pastries and cornbread are super yum!",love place pizza pastry cornbread be super yum,VB NN NN NN NN VB JJ NN,"[love/VB, place/NN, pizza/NN, pastry/NN, cornbread/NN, be/VB, super/JJ, yum/NN]",51.5005603673,0.00530365501265
"A great little Italian restaurant in which you can actually have a conversation, unlike some other local pizza places. Try the chilli garlic bread and the kilikiki (sp?) pizza.",great little italian restaurant actually have conversation other local pizza place try chilli garlic bread kilikiki sp pizza,JJ JJ JJ NN RB VB NN JJ JJ NN NN VB JJ NN NN JJ NN NN,"[great/JJ, little/JJ, italian/JJ, restaurant/NN, actually/RB, have/VB, conversation/NN, other/JJ, local/JJ, pizza/NN, place/NN, try/VB, chilli/JJ, garlic/NN, bread/NN, kilikiki/JJ, sp/NN, pizza/NN]",51.5945544671,0.0221967286362
"Когда накатит тоска по Родине, сюда можно прийти и съесть наваристого борща и выпить компот из сухофруктов.",когда накатит тоска по родине сюда можно прийти съесть наваристого борща выпить компот из сухофруктов,NN NN NN NN NN NN NN NN NN NN NN NN NN NN NN,"[когда/NN, накатит/NN, тоска/NN, по/NN, родине/NN, сюда/NN, можно/NN, прийти/NN, съесть/NN, наваристого/NN, борща/NN, выпить/NN, компот/NN, из/NN, сухофруктов/NN]",51.4928270157,-0.100175142288
Try the homemade brownie cake - Pure chocolate indulgence!,try homemade brownie cake pure chocolate indulgence,VB JJ NN NN JJ NN NN,"[try/VB, homemade/JJ, brownie/NN, cake/NN, pure/JJ, chocolate/NN, indulgence/NN]",51.4790268177,-0.111920825691
Massive portion! Proper polish food and extremely sweet customer service! Ask to be served by sweet girl Monika. Try all different vodka types! Yammy,massive portion proper polish food extremely sweet customer service ask be serve sweet girl try different vodka type yammy,JJ NN JJ NN NN RB JJ NN NN NN VB VB JJ NN VB JJ NN NN JJ,"[massive/JJ, portion/NN, proper/JJ, polish/NN, food/NN, extremely/RB, sweet/JJ, customer/NN, service/NN, ask/NN, be/VB, serve/VB, sweet/JJ, girl/NN, try/VB, different/JJ, vodka/NN, type/NN, yammy/JJ]",51.5876422498,-0.099190176702
"Think of sharing. It's not usual that I can't finish a meal, and I took half of the Honey Pork Ribs home!",think share not usual finish meal take half honey pork rib home,NN VB RB JJ VB NN VB NN NN NN NN NN,"[think/NN, share/VB, not/RB, usual/JJ, finish/VB, meal/NN, take/VB, half/NN, honey/NN, pork/NN, rib/NN, home/NN]",51.5811150482,-0.0994710896651
My first try for Polish cuisine. The rye soup was superb and it has a nice atmosphere for dinner. Vodka was great too. Would visit again :),first try polish cuisine rye soup be superb have nice atmosphere dinner vodka be great too visit again,JJ NN NN NN NN NN VB JJ VB JJ NN NN NN VB JJ RB VB RB,"[first/JJ, try/NN, polish/NN, cuisine/NN, rye/NN, soup/NN, be/VB, superb/JJ, have/VB, nice/JJ, atmosphere/NN, dinner/NN, vodka/NN, be/VB, great/JJ, too/RB, visit/VB, again/RB]",51.4947140346,-0.173494009877
Large Polish supermarket with restaurant.,large polish supermarket restaurant,JJ NN NN NN,"[large/JJ, polish/NN, supermarket/NN, restaurant/NN]",51.5612308155,0.069018649086
A really good 2-course lunch for £25 in the Chelsea area is bloody good! Smacznego! 😊,really good course lunch chelsea area be bloody good smacznego,RB JJ NN NN NN NN VB JJ JJ NN,"[really/RB, good/JJ, course/NN, lunch/NN, chelsea/NN, area/NN, be/VB, bloody/JJ, good/JJ, smacznego/NN]",51.499271,-0.174015
Awesome!delicious,awesome delicious,JJ JJ,"[awesome/JJ, delicious/JJ]",51.4929483594,-0.149692797565
I have had the best time ever. They have best coffee cake. Their coffee is so good. The place is luxurious.,have have best time ever have best coffee cake coffee be so good place be luxurious,VB VB JJ NN RB VB JJ NN NN NN VB RB JJ NN VB JJ,"[have/VB, have/VB, best/JJ, time/NN, ever/RB, have/VB, best/JJ, coffee/NN, cake/NN, coffee/NN, be/VB, so/RB, good/JJ, place/NN, be/VB, luxurious/JJ]",51.5121205395,-0.304816812719
"It's more of a wine bar than a Swiss restaurant, but the fondue is the big draw here. It ain't the best fondue, but for £5.95 and cheap wine, who cares?",more wine bar swiss restaurant fondue be big draw here ain best fondue cheap wine care,JJ NN NN JJ NN JJ VB JJ NN RB JJ JJ JJ JJ NN VB,"[more/JJ, wine/NN, bar/NN, swiss/JJ, restaurant/NN, fondue/JJ, be/VB, big/JJ, draw/NN, here/RB, ain/JJ, best/JJ, fondue/JJ, cheap/JJ, wine/NN, care/VB]",51.4931990467,-0.192055009297
yaaaaaay nando's chicken wings........,yaaaaaay nando chicken wing,NN NN NN NN,"[yaaaaaay/NN, nando/NN, chicken/NN, wing/NN]",51.5396545913,0.0818280188137
Tasttttyy !!!,tasttttyy,NN,[tasttttyy/NN],51.4833955363,-0.00960289447379
If you choose to go on saturday : best times are between 12:30 -1.30pm or 7.30 to 9.30pm.,choose go saturday best time be pm pm,VB VB NN VB NN VB NN NN,"[choose/VB, go/VB, saturday/NN, best/VB, time/NN, be/VB, pm/NN, pm/NN]",51.5159222769,0.0771987965483
Dont sit near the door.,dont sit door,VB NN NN,"[dont/VB, sit/NN, door/NN]",51.4913335927,0.0668020335976
A great Portuguese food ;),great portuguese food,JJ NN NN,"[great/JJ, portuguese/NN, food/NN]",51.5360596809,0.00750649901965
http://www.thereachbar.co.uk/,http www thereachbar co uk,NN VB NN NN NN,"[http/NN, www/VB, thereachbar/NN, co/NN, uk/NN]",51.5067298053,0.073014672872
The fried pork momo are so good! Everything is great value too!,fried pork momo be so good everything be great value too,JJ NN NN VB RB JJ NN VB JJ NN RB,"[fried/JJ, pork/NN, momo/NN, be/VB, so/RB, good/JJ, everything/NN, be/VB, great/JJ, value/NN, too/RB]",51.4890906088,0.0671773649626
Great strong tasty coffee and casual atmosphere. One of the few good cafés in Woolwich. Cakes looked delicious and brunch menu looks worth coming back for.,great strong tasty coffee casual atmosphere few good cafés cake look delicious brunch menu look come back,JJ JJ JJ NN JJ NN JJ JJ NN NN VB JJ NN NN VB VB RB,"[great/JJ, strong/JJ, tasty/JJ, coffee/NN, casual/JJ, atmosphere/NN, few/JJ, good/JJ, cafés/NN, cake/NN, look/VB, delicious/JJ, brunch/NN, menu/NN, look/VB, come/VB, back/RB]",51.4925569902,0.0705840390558
Best coffee for miles!,best coffee mile,JJ NN NN,"[best/JJ, coffee/NN, mile/NN]",51.4817122772,0.0837065845403
The milkshakes are fab' 👌,milkshake be fab,NN VB JJ,"[milkshake/NN, be/VB, fab/JJ]",51.5269979848,0.0799821542538
"Disappointingly overcooked vegetables, small portions. Much better Eritrian options elsewhere",disappointingly overcook vegetable small portion much better eritrian option elsewhere,RB VB NN JJ NN RB JJ JJ NN RB,"[disappointingly/RB, overcook/VB, vegetable/NN, small/JJ, portion/NN, much/RB, better/JJ, eritrian/JJ, option/NN, elsewhere/RB]",51.4891260016,0.0672765920328
yaaaaaay nando's chicken wings........,yaaaaaay nando chicken wing,NN NN NN NN,"[yaaaaaay/NN, nando/NN, chicken/NN, wing/NN]",51.5396545913,0.0818280188137
"Nice small place, with a couple of tables outside too. Pizza to forget, but the mushroom soup was delicious",nice small place couple table too pizza forget mushroom soup be delicious,JJ JJ NN NN NN RB NN VB NN NN VB JJ,"[nice/JJ, small/JJ, place/NN, couple/NN, table/NN, too/RB, pizza/NN, forget/VB, mushroom/NN, soup/NN, be/VB, delicious/JJ]",51.4918677234,0.0640414815801
"Very good quality italian cuisine, in a cosy place just by the river. Perfect for dinner",very good quality italian cuisine cosy place just river perfect dinner,RB JJ NN JJ NN JJ NN RB NN JJ NN,"[very/RB, good/JJ, quality/NN, italian/JJ, cuisine/NN, cosy/JJ, place/NN, just/RB, river/NN, perfect/JJ, dinner/NN]",51.494931,0.070686
Hanger Steak,hanger steak,JJ NN,"[hanger/JJ, steak/NN]",51.536522763,0.0766718213946
"[Booth seats] If a few of you need to charge your phones, there are an additional two USB ports under the table (in addition to the two up top)",booth seat few need charge phone be additional usb port table addition top,NN NN JJ VB VB NN VB JJ NN NN NN NN NN,"[booth/NN, seat/NN, few/JJ, need/VB, charge/VB, phone/NN, be/VB, additional/JJ, usb/NN, port/NN, table/NN, addition/NN, top/NN]",51.5158624652,0.0776018331432
Half and Half Texas Bbq with Meator.... :) they even know ur order lol,half texas bbq meator even know order,NN NN NN NN RB VB NN,"[half/NN, texas/NN, bbq/NN, meator/NN, even/RB, know/VB, order/NN]",51.4985821785,0.089785107373
Any takeaway coffee you like is only a quid! and Bacon roll is same!,takeaway coffee like be only bacon roll be same,NN NN VB VB RB NN NN VB JJ,"[takeaway/NN, coffee/NN, like/VB, be/VB, only/RB, bacon/NN, roll/NN, be/VB, same/JJ]",51.4803699949,0.180212310678
"So good, proper Viet place",so good proper viet place,RB JJ JJ JJ NN,"[so/RB, good/JJ, proper/JJ, viet/JJ, place/NN]",51.4891352232,0.0673208772209
"The 3,000th branch of the hamburger chain and the first in the UK opened in Woolwich in 1974. Woolwich was regarded as a typical suburban area, and if it succeeded here, it could succeed anywhere!",branch hamburger chain first uk open be regard typical suburban area succeed here succeed anywhere,NN NN NN JJ NN VB VB VB JJ JJ NN VB RB VB RB,"[branch/NN, hamburger/NN, chain/NN, first/JJ, uk/NN, open/VB, be/VB, regard/VB, typical/JJ, suburban/JJ, area/NN, succeed/VB, here/RB, succeed/VB, anywhere/RB]",51.4914360667,0.066505886579
"Feel free to ASK for extra bacon. McDonalds is a Business, not a Charity. You DON'T have a DIVINE RIGHT to have extra items. It's a PRIVILEGE.",feel free ask extra bacon mcdonald be business not charity don have divine right have extra item privilege,VB JJ VB JJ NN VB VB NN RB NN VB VB JJ NN VB JJ NN NN,"[feel/VB, free/JJ, ask/VB, extra/JJ, bacon/NN, mcdonald/VB, be/VB, business/NN, not/RB, charity/NN, don/VB, have/VB, divine/JJ, right/NN, have/VB, extra/JJ, item/NN, privilege/NN]",51.529465816,0.155375441252
Best hot chocolate! Avoid the coffees at all times!,best hot chocolate avoid coffee time,RB JJ NN VB NN NN,"[best/RB, hot/JJ, chocolate/NN, avoid/VB, coffee/NN, time/NN]",51.5219602831,0.072006926777
Great staff and friendly place.,great staff friendly place,JJ NN JJ NN,"[great/JJ, staff/NN, friendly/JJ, place/NN]",51.491274734,0.0654734264598
"This bit said leave a tip, all I say is 'yes I did' x",bit say leave tip say be yes do,NN VB VB NN VB VB RB VB,"[bit/NN, say/VB, leave/VB, tip/NN, say/VB, be/VB, yes/RB, do/VB]",51.5320210971,0.13627604494
Can only echo what others have said. Humungous portions and well cooked food. The fact we boxed up our leftovers instead of leaving them is a good sign.,only echo other have say humungous portion well cook food fact box leftover instead leave be good sign,RB VB NN VB VB JJ NN RB VB NN NN VB NN RB VB VB JJ NN,"[only/RB, echo/VB, other/NN, have/VB, say/VB, humungous/JJ, portion/NN, well/RB, cook/VB, food/NN, fact/NN, box/VB, leftover/NN, instead/RB, leave/VB, be/VB, good/JJ, sign/NN]",51.4905856607,0.0697827543795
Nice service even when its late :-),nice service even late,JJ NN RB JJ,"[nice/JJ, service/NN, even/RB, late/JJ]",51.5061124854,0.105161342376
Gorgeous place! Just what we needed in Woolwich! Coffee is better and much cheaper than Starbucks! Pastries are great too. A winner!,gorgeous place just need coffee be better much cheaper starbucks pastry be great too winner,JJ NN RB VB NN VB JJ JJ JJ NN NN VB JJ RB NN,"[gorgeous/JJ, place/NN, just/RB, need/VB, coffee/NN, be/VB, better/JJ, much/JJ, cheaper/JJ, starbucks/NN, pastry/NN, be/VB, great/JJ, too/RB, winner/NN]",51.4901048342,0.0679175634097
