tips,ll,lng,lat,clean_stem,lem_words,lem_type
"The same taste as in Petersburg, the homeland of Stolle chain. The best Russian pies in the universe.","51.538048012,-0.144460395826",51.538048012,51.538048012,"[tast, petersburg, homeland, stoll, chain, best, russian, pie, univers]",same taste petersburg homeland stolle chain best russian py universe,JJ NN NN NN NN NN JJ JJ NN NN
Lots of tasty lunch options that are healthy and full of energy. Numerous vegetarian options too. Try the veg burrito or a salad.,"51.5046232256,-0.019375426553",51.5046232256,51.5046232256,"[lot, tasti, lunch, option, healthi, full, energi, numer, vegetarian, option, tri, veg, burrito, salad]",lot tasty lunch option be healthy full energy numerous vegetarian option too try veg burrito salad,NN JJ NN NN VB JJ JJ NN JJ JJ NN RB VB NN NN NN
Great place for lunch takeaway. Reliably tasty food and heavenly mac and cheese!,"51.513605,-0.080783",51.513605,51.513605,"[great, place, lunch, takeaway, reliabl, tasti, food, heavenli, mac, chees]",great place lunch takeaway reliably tasty food heavenly mac cheese,JJ NN NN NN RB JJ NN JJ NN NN
Absolutely gorgeous porridge!,"51.5240550517,-0.0842097034929",51.5240550517,51.5240550517,"[absolut, gorgeou, porridg]",absolutely gorgeous porridge,RB JJ NN
Juicy tender grilled lamb box was delicious! Highly recommended.,"51.514729,-0.079948",51.514729,51.514729,"[juici, tender, grill, lamb, box, wa, delici, highli, recommend]",juicy tender grilled lamb box be delicious highly recommend,JJ NN JJ NN NN VB JJ RB VB
Their crunch salad box with chicken and/or halloumi is tasty & filling and for £5.50 has to the best value in London.,"51.5236069787,-0.0932668163557",51.5236069787,51.5236069787,"[crunch, salad, box, chicken, halloumi, tasti, fill, ha, best, valu, london]",crunch salad box chicken halloumi be tasty fill have best value london,NN NN NN NN NN VB JJ VB VB JJ NN NN
Unexpectedly delicious lamb curry with a nice fresh salad. Cozy local place,"51.5393666176,0.00407353031852",51.5393666176,51.5393666176,"[unexpectedli, delici, lamb, curri, nice, fresh, salad, cozi, local, place]",unexpectedly delicious lamb curry nice fresh salad cozy local place,RB JJ NN VB JJ JJ NN JJ JJ NN
"Great food, very healthy, you can see the nutritional value before you buy, I'll be back!","51.5134807758,-0.0836035486119",51.5134807758,51.5134807758,"[great, food, veri, healthi, see, nutrit, valu, befor, buy, back]",great food very healthy see nutritional value buy be back,JJ NN RB JJ VB JJ NN VB VB RB
Super healthy and fresh salads made right in front of you.,"51.511858,-0.082224",51.511858,51.511858,"[super, healthi, fresh, salad, made, right, front]",super healthy fresh salad make right front,JJ JJ JJ NN VB RB NN
"Nice little place, amazing food! The chicken avocado salad is fantastic!","51.4751618006,-0.0354773875318",51.4751618006,51.4751618006,"[nice, littl, place, amaz, food, chicken, avocado, salad, fantast]",nice little place amazing food chicken avocado salad be fantastic,JJ JJ NN JJ NN NN NN NN VB JJ
Try the Popeye Power juice. My favourite!,"51.5426945603,-0.00719420727142",51.5426945603,51.5426945603,"[tri, popey, power, juic, favourit]",try popeye power juice favourite,VB NN NN NN NN
"The service is totally broken, expect to wait a while. Food however, is pretty good on the Breakfast front.","51.5198642207,-0.0833411954886",51.5198642207,51.5198642207,"[servic, total, broken, expect, wait, food, howev, pretti, good, breakfast, front]",service be totally break expect wait food however be pretty good breakfast front,NN VB RB VB VB VB NN RB VB RB JJ NN NN
"Simply irresistible salads, quiches (contains dairy), veggie breakfast and cakes! This little cafe serves up awesome food. My favourite place in Blackheath.","51.4664880639,0.00822856502146",51.4664880639,51.4664880639,"[simpli, irresist, salad, quich, contain, dairi, veggi, breakfast, cake, thi, littl, cafe, serv, awesom, food, favourit, place, blackheath]",simply irresistible salad quich contain dairy veggie breakfast cake little cafe serve awesome food favourite place blackheath,RB JJ NN NN VB NN NN NN NN JJ NN VB JJ NN JJ NN NN
"Almost a bit shabby, you arrive too late in the morning and food is sold out, people are chaotic waiting... all that makes it super sympathetic! Superb counter staff makes adds up to positive standout","51.5116865119,-0.0773444472724",51.5116865119,51.5116865119,"[almost, bit, shabbi, arriv, late, morn, food, sold, peopl, chaotic, wait, make, super, sympathet, superb, counter, staff, make, add, posit, standout]",almost bit shabby arrive too late morning food be sell person be chaotic wait make super sympathetic superb counter staff make add positive standout,RB NN JJ VB RB RB NN NN VB VB NN VB JJ VB VB JJ JJ JJ JJ NN VB VB JJ NN
Had a Malaysian chicken curry which was blander than George Osborne's sex dreams. I had the brown rice to accompany it which was a bad move. It was like chewing on the sawdust.The salads looked good.,"51.5144046274,-0.0924444136729",51.5144046274,51.5144046274,"[malaysian, chicken, curri, wa, blander, georg, osborn, sex, dream, brown, rice, accompani, wa, bad, move, wa, like, chew, salad, look, good]",have malaysian chicken curry be blander george osborne sex have brown rice accompany be bad move be chew sawdust salad look good,VB JJ NN VB VB JJ JJ JJ NN VB JJ NN VB VB JJ NN VB VB NN NN VB JJ
"Good food , loads of choice from brekkie to a greek salad, good service. Seems really popular . Probably the nicest place in sidcup!","51.4265340019,0.0997903398454",51.4265340019,51.4265340019,"[good, food, load, choic, brekki, greek, salad, good, servic, seem, realli, popular, probabl, nicest, place, sidcup]",good food load choice brekkie greek salad good service seem really popular probably nicest place sidcup,JJ NN NN NN NN NN NN JJ NN VB RB JJ RB JJ NN NN
Great place to go to for a quick bite to eat at lunch. The food is prepared with fresh ingredients. Chicken and bacon sub is delicious here! Staff are friendly and its cheap! Decent coffee too!,"51.4949171025,-0.130674517657",51.4949171025,51.4949171025,"[great, place, go, quick, bite, eat, lunch, food, prepar, fresh, ingredi, chicken, bacon, sub, delici, staff, friendli, cheap, decent, coffe]",great place go quick bite eat lunch food be prepare fresh ingredient chicken bacon sub be delicious here staff be friendly cheap decent coffee too,JJ NN VB JJ NN VB NN NN VB VB JJ NN NN NN NN VB JJ RB NN VB JJ JJ JJ NN RB
Awesome! This Should be in Costa Rica too! Great price for an awesome food,"51.5050290171,-0.0812585936654",51.5050290171,51.5050290171,"[awesom, thi, costa, rica, great, price, awesom, food]",awesome be costa rica too great price awesome food,JJ VB NN VB RB JJ NN JJ NN
"What an awesome place!!!! Fantastic selection of salads, sandwiches and breads. Staff really friendly, great little garden.","51.479426799,-0.026112476614",51.479426799,51.479426799,"[awesom, place, fantast, select, salad, sandwich, bread, staff, realli, friendli, great, littl, garden]",awesome place fantastic selection salad sandwich bread staff really friendly great little garden,JJ NN JJ NN NN NN VB NN RB JJ JJ JJ NN
"Very good vegan lemon drizzle cake (1,90 GBP).","51.5112153335,-0.139634810707",51.5112153335,51.5112153335,"[veri, good, vegan, lemon, drizzl, cake, gbp]",very good vegan lemon drizzle cake gbp,RB JJ JJ NN NN NN NN
"The pizzas are very tasty and good, normally £3.99. Also, the chocolate cake is amazing. Fridays after 3pm is happy hour on pizza.","51.5228092541,-0.114543772898",51.5228092541,51.5228092541,"[pizza, veri, tasti, good, normal, also, chocol, cake, amaz, friday, happi, hour, pizza]",pizza be very tasty good normally also chocolate cake be amazing friday pm be happy hour pizza,NN VB RB JJ JJ RB RB NN NN VB JJ NN NN VB JJ NN NN
"Pre-order with their app to miss the lunch time rush. If you order in store, look out for the celebrity collection names on their receipts","51.5169163432,-0.104046181588",51.5169163432,51.5169163432,"[app, miss, lunch, time, rush, order, store, look, celebr, collect, name, receipt]",pre order app miss lunch time rush order store look celebrity collection name receipt,JJ NN NN VB NN NN VB NN NN NN NN NN NN NN
"Friday half price salads after 2:30. Quick, or they'll run out!","51.4967867457,-0.135702454939",51.4967867457,51.4967867457,"[friday, half, price, salad, quick, run]",friday half price salad quick run,JJ NN NN NN JJ VB
Book online and pick up to avoid long queue for custom slads.,"51.5048357737,-0.0167930043496",51.5048357737,51.5048357737,"[book, onlin, pick, avoid, long, queue, custom, slad]",book online pick avoid long queue custom slad,NN JJ VB VB JJ NN NN VB
"Definitely my new favourite place recently. Great coffee, friendly staff, cozy environment- small garden to sit in the back. Not even to mention the food, not matter it is a sandwich, salad or dessert","51.525598,-0.034857",51.525598,51.525598,"[definit, new, favourit, place, recent, great, coffe, friendli, staff, cozi, small, garden, sit, back, even, mention, food, matter, sandwich, salad, dessert]",definitely new favourite place recently great coffee friendly staff cozy environment small garden sit back not even mention food not matter be sandwich salad dessert,RB JJ NN NN RB JJ NN JJ NN JJ NN JJ NN VB RB RB RB VB NN RB VB VB NN NN NN
Coffee shipped from Rome! Best coffee in London. The hot pots are sublime and all the breakfast and lunch options are great. I keep coming back again and again with friends family and clients. Great!,"51.5176917171,-0.153788158292",51.5176917171,51.5176917171,"[coffe, ship, rome, best, coffe, london, hot, pot, sublim, breakfast, lunch, option, great, keep, come, back, friend, famili, client, great]",coffee ship rome best coffee london hot pot be sublime breakfast lunch option be great keep come back again again friend family client great,NN VB NN JJ NN NN JJ NN VB JJ NN NN NN VB JJ VB VB RB RB RB NN NN NN JJ
Get the sweet potato,"51.513734791,-0.139209812464",51.513734791,51.513734791,"[get, sweet, potato]",get sweet potato,VB JJ NN
Good choice of healthy food - nice for a quick meal.,"51.5216234234,-0.112851615744",51.5216234234,51.5216234234,"[good, choic, healthi, food, nice, quick, meal]",good choice healthy food nice quick meal,JJ NN JJ NN JJ JJ NN
"great variety of home made salads, rolls, quiches, scotch eggs, cakes and so on. lovely place.","51.5382556641,-0.0452138596993",51.5382556641,51.5382556641,"[great, varieti, home, made, salad, roll, quich, scotch, egg, cake, love, place]",great variety home make salad roll quich scotch egg cake so lovely place,JJ NN NN VB NN NN VB NN NN NN RB JJ NN
Slightly pricier than Pret but infinitely better,"51.5146247616,-0.127568995025",51.5146247616,51.5146247616,"[slightli, pricier, pret, infinit, better]",slightly pricier pret infinitely better,RB JJ NN RB RB
40% off for students on Mondays and Tuesday's!,"51.5117096448,-0.128367714904",51.5117096448,51.5117096448,"[student, monday, tuesday]",student monday tuesday,NN NN NN
You can pick up ready made salad or choose your own. The special summer tuna salad was filling and good,"51.5193356826,-0.075874418706",51.5193356826,51.5193356826,"[pick, readi, made, salad, choos, special, summer, tuna, salad, wa, fill, good]",pick ready make salad choose own special summer tuna salad be fill good,VB JJ VB NN VB JJ JJ NN NN NN VB VB JJ
Great healthy tasty food near Baker St station. Cool seating downstairs too.,"51.519555729,-0.156344557478",51.519555729,51.519555729,"[great, healthi, tasti, food, near, baker, st, station, cool, seat, downstair]",great healthy tasty food near baker st station cool seating downstairs too,JJ JJ JJ NN JJ NN NN NN JJ NN NN RB
Super egg bowls are pretty good for a fast breakfast,"51.505366,-0.088322",51.505366,51.505366,"[super, egg, bowl, pretti, good, fast, breakfast]",super egg bowl be pretty good fast breakfast,JJ NN NN VB RB JJ JJ NN
"It's one of these want to be trendy salad bars, in fairness it's not overly expensive and the selection of combos is extensive.","51.511614562,-0.136714482435",51.511614562,51.511614562,"[one, want, trendi, salad, bar, fair, overli, expens, select, combo, extens]",want be trendy salad bar fairness be not overly expensive selection combo be extensive,VB VB JJ NN NN NN VB RB RB JJ NN NN VB JJ
Quite good vegan options. Super health ❤️✌🏼,"51.5182286555,-0.115018862739",51.5182286555,51.5182286555,"[quit, good, vegan, option, super, health]",quite good vegan option super health,RB JJ JJ NN JJ NN
"Healthy, fresh and very well-balanced meal. You can make your own salad too!","51.5179206249,-0.155660712044",51.5179206249,51.5179206249,"[healthi, fresh, veri, meal, make, salad]",healthy fresh very well balanced meal make own salad too,JJ JJ RB RB JJ NN VB JJ NN RB
Haloumi hot pot is a winner.,"51.515522,-0.090095",51.515522,51.515522,"[haloumi, hot, pot, winner]",haloumi hot pot be winner,JJ JJ NN VB NN
Ive tried practically all the salads and The Chipotle wins hands down!!!,"51.5060438017,-0.0993132307618",51.5060438017,51.5060438017,"[ive, tri, practic, salad, chipotl, win, hand]",ive try practically salad chipotle win hand,VB VB RB NN NN VB NN
Super healthy salads and df smoothies.,"51.4940741441,-0.175395135356",51.4940741441,51.4940741441,"[super, healthi, salad, df, smoothi]",super healthy salad df smoothy,JJ JJ NN NN NN
Food is good... Quick and healthy...,"51.5187237836,-0.0879516679049",51.5187237836,51.5187237836,"[food, good, quick, healthi]",food be good quick healthy,NN VB JJ JJ JJ
Nice coffeeshop for especially for home(!) office days. Service is really good.,"51.4951270968,-0.211272876653",51.4951270968,51.4951270968,"[nice, coffeeshop, especi, home, offic, day, servic, realli, good]",nice coffeeshop especially home office day service be really good,JJ NN RB NN NN NN NN VB RB JJ
"Possibly the most disgusting place ever! Filthy utensils salad was rotting!!! Vile vile vile and when you pay the card machine is so filthy! Waiter picked it ""clean"" with his finger nail! So awful eww","51.4805874509,-0.00914371408608",51.4805874509,51.4805874509,"[possibl, disgust, place, ever, filthi, utensil, salad, wa, rot, vile, vile, vile, pay, card, machin, filthi, waiter, pick, clean, hi, finger, nail, aw, eww]",possibly most disgusting place ever filthy utensil salad be rot vile vile vile pay card machine be so filthy waiter pick clean finger nail so awful eww,RB RB JJ NN RB JJ NN NN VB VB JJ JJ JJ VB NN NN VB RB JJ NN VB VB JJ NN RB JJ NN
Cracking avocado on toast for breakfast,"51.5167567982,-0.077921157474",51.5167567982,51.5167567982,"[crack, avocado, toast, breakfast]",crack avocado toast breakfast,VB NN NN NN
"Crowdy place, average options of beer. Quite poor burgers for its price, but good tasty salad. Go there just for waiting for your lane, otherwise there are better places around","51.5427293308,-0.00726056378661",51.5427293308,51.5427293308,"[crowdi, place, averag, option, beer, quit, poor, burger, price, good, tasti, salad, go, wait, lane, otherwis, better, place, around]",crowdy place average option beer quite poor burger price good tasty salad go there just wait lane otherwise be better place,JJ NN JJ NN NN RB JJ NN NN JJ JJ NN VB RB RB VB NN RB VB JJ NN
Pancakes are insane and the milkshakes are killer,"51.5195312962,-0.13527529604",51.5195312962,51.5195312962,"[pancak, insan, milkshak, killer]",pancake be insane milkshake be killer,NN VB JJ NN VB NN
Salads galore.,"51.5165290509,-0.139057146709",51.5165290509,51.5165290509,"[salad, galor]",salad galore,NN VB
Good salads but boy are the staff miserable... Smile guys!,"51.5132427012,-0.141960259415",51.5132427012,51.5132427012,"[good, salad, boy, staff, miser, smile, guy]",good salad boy be staff miserable smile guy,JJ NN NN VB NN JJ NN NN
"Very lovely place! Super friendly staff, tasty breakfast and (italian) snacks as well as great coffee are the best way to start your day. Fully recommend it! Sorry for the low tip, sir! My fault! :-/","51.5032405072,-0.223677984669",51.5032405072,51.5032405072,"[veri, love, place, super, friendli, staff, tasti, breakfast, italian, snack, well, great, coffe, best, way, start, day, fulli, recommend, sorri, low, tip, sir, fault]",very lovely place super friendly staff tasty breakfast italian snack well great coffee be best way start day fully recommend sorry low tip sir fault,RB JJ NN JJ JJ NN JJ NN JJ NN RB JJ NN VB JJ NN VB NN RB VB VB JJ NN NN NN
Food ok they forgot salad dressing. Waiting staff couldn't understand English. Nice place to sit outside in the summer.,"51.5433952076,-0.0085126002252",51.5433952076,51.5433952076,"[food, ok, forgot, salad, dress, wait, staff, could, understand, english, nice, place, sit, outsid, summer]",food forget salad dressing wait staff not understand english nice place sit outside summer,NN VB NN NN VB NN RB VB NN JJ NN VB JJ NN
Love the food but customer service is hit and miss and sometimes border lining rude. Glasses and dishes are not very clean in general.,"51.5142968629,-0.201039993362",51.5142968629,51.5142968629,"[love, food, custom, servic, hit, miss, sometim, border, line, rude, glass, dish, veri, clean, gener]",love food customer service be hit miss sometimes border line rude glass dish be not very clean general,VB NN NN NN VB VB JJ RB NN VB JJ NN NN VB RB RB JJ JJ
"You can come up with some amazing 'create your own' salads. Cous cous, salmon, avocado and roasted squash is recommended.","51.5192914304,-0.179981395487",51.5192914304,51.5192914304,"[come, amaz, salad, cou, cou, salmon, avocado, roast, squash, recommend]",come amazing create own salad cous cous salmon avocado roast squash be recommend,VB JJ NN JJ NN JJ JJ NN NN VB NN VB VB
Delicious bagels. Good place for healthy food options,"51.511524,-0.084067",51.511524,51.511524,"[delici, bagel, good, place, healthi, food, option]",delicious bagel good place healthy food option,JJ NN JJ NN JJ NN NN
Try the astoundingly good pasta salad with mozzarella and some type of raw pig. Unless your a veggie. Or have dairy allergy. Or fancy something else. You're an adult and can make your own decisions.,"51.53088177,-0.125544254687",51.53088177,51.53088177,"[tri, astoundingli, good, pasta, salad, mozzarella, type, raw, pig, unless, veggi, dairi, allergi, fanci, someth, els, adult, make, decis]",try astoundingly good pasta salad mozzarella type raw pig veggie have dairy allergy fancy something else re adult make own decision,VB RB JJ NN NN NN NN JJ NN NN VB NN NN JJ NN RB NN NN VB JJ NN
"Really nice food, really bad Wi-Fi.","51.5034535115,-0.113296508789",51.5034535115,51.5034535115,"[realli, nice, food, realli, bad]",really nice food really bad wi fi,RB JJ NN RB JJ NN NN
Very average food. The caesar salads were so sad and uncaesarlike that we sent them back. The place was almost empty on a Sunday. Men's room conveniently toilet paper free. I won't go back.,"51.4997777783,-0.0169942476156",51.4997777783,51.4997777783,"[veri, averag, food, caesar, salad, sad, uncaesarlik, sent, back, place, wa, almost, empti, sunday, men, room, conveni, toilet, paper, free, go, back]",very average food caesar salad be so sad uncaesarlike send back place be almost empty sunday man room conveniently toilet paper free not go back,RB JJ NN JJ NN VB RB JJ VB VB RB NN VB RB JJ NN NN NN RB NN NN JJ RB VB RB
Good for you food does not get any better in Ealing.,"51.5108194253,-0.305466395615",51.5108194253,51.5108194253,"[good, food, doe, get, ani, better, eal]",good food do not get better eal,JJ NN VB RB VB JJ VB
Always get the Berry Sunrise,"51.532243,-0.169353",51.532243,51.532243,"[alway, get, berri, sunris]",always get berry sunrise,RB VB NN NN
"I had a great chicken, chipotle and avocado flat bread!","51.5004568861,-0.0175113843974",51.5004568861,51.5004568861,"[great, chicken, chipotl, avocado, flat, bread]",have great chicken chipotle avocado flat bread,VB JJ NN NN NN JJ NN
"""A bright orange and white cafe that knocks out solid Vietnamese banh mi sandwiches...""","51.4748002769,-0.0251234840016",51.4748002769,51.4748002769,"[bright, orang, white, cafe, knock, solid, vietnames, banh, mi, sandwich]",bright orange white cafe knock solid vietnamese banh mi sandwich,JJ NN JJ NN VB JJ NN NN NN NN
The best breakfast ever. Try the scrambled eggs on baguette and cafe late.,"51.5044658824,-0.0153823335239",51.5044658824,51.5044658824,"[best, breakfast, ever, tri, scrambl, egg, baguett, cafe, late]",best breakfast ever try scrambled egg cafe late,JJ NN RB VB JJ NN NN RB
Usual pret,"51.5414764718,-0.00239892743155",51.5414764718,51.5414764718,"[usual, pret]",usual pret,JJ NN
I received bad customer service and my drink tasted foul. Had it replaced but couldn't get rid of the bad taste on my palette. :-(,"51.4890927938,0.0662398338318",51.4890927938,51.4890927938,"[receiv, bad, custom, servic, drink, tast, foul, replac, could, get, rid, bad, tast, palett]",receive bad customer service drink taste foul have replace not get rid bad taste palette,VB JJ NN NN NN VB JJ VB VB RB VB VB JJ NN NN
"Nice views over the dock, lots of seating and lovely staff","51.4992703742,-0.016034629799",51.4992703742,51.4992703742,"[nice, view, dock, lot, seat, love, staff]",nice view dock lot seating lovely staff,JJ NN NN NN NN JJ NN
Nice selection of fruit salads and hot wraps.,"51.5033573038,0.0497474678763",51.5033573038,51.5033573038,"[nice, select, fruit, salad, hot, wrap]",nice selection fruit salad hot wrapped,JJ NN NN NN JJ VB
One of the worst subway. One two occasions when I went the veggie patty was not available.,"51.4921077719,0.0641477548879",51.4921077719,51.4921077719,"[one, worst, subway, one, two, occas, went, veggi, patti, wa, avail]",worst subway occasion go veggie patty be not available,JJ NN NN VB NN NN VB RB JJ
Service very quick :) what else can we ask :),"51.5334160963,0.0579571723938",51.5334160963,51.5334160963,"[servic, veri, quick, els, ask]",service very quick else ask,NN RB JJ RB VB
Lovely and quiet first thing in the morning before work.....,"51.5426853425,-0.00415128452104",51.5426853425,51.5426853425,"[love, quiet, first, thing, morn, befor, work]",lovely quiet first thing morning work,JJ JJ JJ NN NN NN
Really nice baguette and pastries. Try the Montagnard!,"51.5032151804,-0.0184713802107",51.5032151804,51.5032151804,"[realli, nice, baguett, pastri, tri, montagnard]",really nice pastry try montagnard,RB JJ NN VB NN
"Great brunch, love the All American!! You should expect a queue... but totally worth the wait.","51.5472234134,-0.024711172236",51.5472234134,51.5472234134,"[great, brunch, love, american, expect, queue, total, worth, wait]",great brunch love all american expect queue totally worth wait,JJ NN VB RB JJ VB NN RB VB NN
"Stop by when you have a craving for cakes. This is about the best place you buy cakes in Cutty Sark. Try carrot cake, strawberry and chocolate sandwich, chocolate and caramel cake (not the round bomb)","51.4810751842,-0.00970444004633",51.4810751842,51.4810751842,"[stop, crave, cake, thi, best, place, buy, cake, cutti, sark, tri, carrot, cake, strawberri, chocol, sandwich, chocol, caramel, cake, round, bomb]",stop have craving cake be best place buy cake cutty sark try carrot cake strawberry chocolate sandwich chocolate caramel cake not round bomb,VB VB NN NN VB JJ NN VB NN JJ NN NN NN NN NN JJ NN NN NN NN RB NN NN
Avoid the queue for salads between 12-2 if you can. The queue for soups is not too bad. I would recommend salad and couscous with your favourite meat / additionals,"51.5050614843,-0.0210128260919",51.5050614843,51.5050614843,"[avoid, queue, salad, queue, soup, bad, would, recommend, salad, couscou, favourit, meat, addit]",avoid queue salad queue soup be not too bad recommend salad couscous favourite meat additional,VB NN NN NN NN VB RB RB JJ VB NN NN NN NN NN
Stop selling sesame seed baguettes! This store sells to business people who eat at their desks and do not need seeds going everywhere. Also the staff always give you the smallest baguette...,"51.5050248759,-0.0202793376078",51.5050248759,51.5050248759,"[stop, sell, sesam, seed, baguett, thi, store, sell, busi, peopl, eat, desk, need, seed, go, everywher, also, staff, alway, give, smallest, baguett]",stop selling sesame seed baguette store sell business person eat desk do not need seed go everywhere also staff always give smallest,VB JJ NN NN NN NN VB NN NN VB NN VB RB VB NN VB RB RB NN RB VB JJ
2 slices of chesse u get at this subway. Don't get much salad either,"51.5763167359,0.182563099028",51.5763167359,51.5763167359,"[slice, chess, u, get, thi, subway, get, much, salad, either]",slice chesse get subway don get much salad,NN NN VB NN VB VB JJ NN
"Very nice guys running this place, open late, great cappuccino, delicious food offer - try Bacon sandwich","51.532042,-0.034584",51.532042,51.532042,"[veri, nice, guy, run, thi, place, open, late, great, cappuccino, delici, food, offer, tri, bacon, sandwich]",very nice guy run place open late great cappuccino delicious food offer try bacon sandwich,RB JJ NN VB NN JJ RB JJ NN JJ NN NN JJ NN NN
"Definitely my new favourite place recently. Great coffee, friendly staff, cozy environment- small garden to sit in the back. Not even to mention the food, not matter it is a sandwich, salad or dessert","51.525598,-0.034857",51.525598,51.525598,"[definit, new, favourit, place, recent, great, coffe, friendli, staff, cozi, small, garden, sit, back, even, mention, food, matter, sandwich, salad, dessert]",definitely new favourite place recently great coffee friendly staff cozy environment small garden sit back not even mention food not matter be sandwich salad dessert,RB JJ NN NN RB JJ NN JJ NN JJ NN JJ NN VB RB RB RB VB NN RB VB VB NN NN NN
"Flavourless tart, cheesecake tasting like they're made 5 days ago, poor sandwich quality and selection, very bitter coffee. Nothing about this place looks like what was shown at BBC program. :-(","51.4664981936,0.00806365311254",51.4664981936,51.4664981936,"[flavourless, tart, cheesecak, tast, like, made, day, ago, poor, sandwich, qualiti, select, veri, bitter, coffe, noth, thi, place, look, like, wa, shown, bbc, program]",flavourless tart cheesecake taste be make day poor sandwich quality selection very bitter coffee nothing place look be show bbc program,JJ JJ NN VB VB VB NN JJ NN NN NN RB JJ NN NN NN VB VB VB JJ NN
Ordered two paninis. Both were still partially cold :-/,"51.508272949,0.0258864428442",51.508272949,51.508272949,"[order, two, panini, still, partial, cold]",order panini be still partially cold,VB NN VB RB RB JJ
Lovely little place! Nice flat white and sandwich,"51.5502619566,-0.0430097932976",51.5502619566,51.5502619566,"[love, littl, place, nice, flat, white, sandwich]",lovely little place nice flat white sandwich,JJ JJ NN JJ JJ NN NN
Slow service - factor in about 10 mins for a sub.,"51.5003205025,0.00354648893909",51.5003205025,51.5003205025,"[slow, servic, factor, min, sub]",slow service factor mins sub,JJ NN NN NN NN
Sorry that this particular Subway doesn't do ham or bacon BUT that does suit the local population well who are looking for Halal food,"51.5354594977,0.0352483661848",51.5354594977,51.5354594977,"[sorri, thi, particular, subway, doe, ham, bacon, doe, suit, local, popul, well, look, halal, food]",sorry particular subway do not do ham bacon do suit local population well be look halal food,VB JJ NN VB RB VB NN NN VB NN JJ NN RB VB VB JJ NN
Chicken chilipot from toasties is delicious !,"51.5048754942,-0.0184856614022",51.5048754942,51.5048754942,"[chicken, chilipot, toasti, delici]",chicken chilipot toasty be delicious,NN NN NN VB JJ
£3 meal deal.... I guess the cheapest of fast food....,"51.5435725156,-0.00627002922163",51.5435725156,51.5435725156,"[meal, deal, guess, cheapest, fast, food]",meal deal guess cheapest fast food,NN VB VB JJ JJ NN
"Great place. We had a goats cheese ciabatta and chicken, avocado and bacon sandwich and were incredible. The coffee was good too. Service was friendly.","51.4796566936,-0.00977298372414",51.4796566936,51.4796566936,"[great, place, goat, chees, ciabatta, chicken, avocado, bacon, sandwich, incred, coffe, wa, good, servic, wa, friendli]",great place have goat cheese ciabatta chicken avocado bacon sandwich be incredible coffee be good too service be friendly,JJ NN VB NN NN NN NN NN NN NN VB JJ NN VB JJ RB NN VB JJ
"Good cuppa, and it's right on the platform - so perfect for timing etc. The guy who works here is also super friendly and helpful.","51.4606756186,0.0285524019455",51.4606756186,51.4606756186,"[good, cuppa, right, platform, perfect, time, etc, guy, work, also, super, friendli, help]",good cuppa be right platform so perfect timing etc guy work here be also super friendly helpful,JJ NN VB RB NN VB JJ NN VB NN VB RB VB RB JJ JJ JJ
The chipest and tasty place in this zone.,"51.5094613142,-0.00600453059123",51.5094613142,51.5094613142,"[chipest, tasti, place, thi, zone]",chipest tasty place zone,NN JJ NN NN
They will tessellate your cheese!,"51.5003849297,-0.0176017981529",51.5003849297,51.5003849297,"[tessel, chees]",tessellate cheese,VB NN
"Queue on the left for baguettes, to the right for salads.","51.5047944795,-0.0183679178025",51.5047944795,51.5047944795,"[queue, left, baguett, right, salad]",queue left baguette right salad,NN NN NN NN NN
Not the subway you want to go to if you plan to be eating in. Currently only one table in the shop.,"51.4754400824,-0.038240191635",51.4754400824,51.4754400824,"[subway, want, go, plan, eat, current, onli, one, tabl, shop]",not subway want go plan be eat currently only table shop,RB NN VB VB VB VB VB RB RB NN NN
Big choice of hot pasta and meat dishes at lunch,"51.499057,-0.015248",51.499057,51.499057,"[big, choic, hot, pasta, meat, dish, lunch]",big choice hot pasta meat dish lunch,JJ NN JJ NN NN NN NN
Not a great range but edible and quick,"51.5001603364,-0.0157191469468",51.5001603364,51.5001603364,"[great, rang, edibl, quick]",not great range edible quick,RB JJ NN JJ JJ
Big portions for small bucks!,"51.5088342527,-0.00988507965972",51.5088342527,51.5088342527,"[big, portion, small, buck]",big portion small buck,JJ NN JJ NN
Poblano soup,"51.5049144639,-0.0182327176232",51.5049144639,51.5049144639,"[poblano, soup]",poblano soup,NN NN
Everything is good and not expensive for canary wharf,"51.5050408457,-0.0206530829601",51.5050408457,51.5050408457,"[everyth, good, expens, canari, wharf]",everything be good not expensive canary wharf,NN VB JJ RB JJ JJ NN
"What has everyone got against this place? Good sandwiches that actually taste like sandwiches (unlike Subway), live acoustic music and free water. What's not to like?","51.5426967929,-0.00538731981065",51.5426967929,51.5426967929,"[ha, everyon, got, thi, place, good, sandwich, actual, tast, like, sandwich, unlik, subway, live, acoust, music, free, water, like]",have everyone get place good sandwich actually taste sandwich subway live acoustic music free water not like,VB NN VB NN JJ NN RB NN NN NN JJ JJ NN JJ NN RB VB
"A great sandwich chain that started out in Canary Wharf. It's good, slightly pricey, but you won't be disappointed.","51.505163491,-0.0214154375151",51.505163491,51.505163491,"[great, sandwich, chain, start, canari, wharf, good, slightli, pricey, disappoint]",great sandwich chain start canary wharf good slightly pricey not be disappoint,JJ NN NN VB JJ NN JJ RB JJ RB VB VB
