venue_name,venue_id,rating,tips,cat_name,cat_id,ll
Marriott W India Quay Executive Lounge,4ea8ece461af6541988d23ae,7.1,"Evening ""snacks"" sometimes can go as a delicious three-course dinner.",Lounge,4bf58dd8d48988d121941735,"51.5071354581,-0.0213432894555"
RS Lounge,4ac518c7f964a52043a520e3,,"Good night life, but music needs improving. Letting to many youngster in.",Lounge,4bf58dd8d48988d121941735,"51.587966601,0.00676903734169"
Cafe Brera,4b509fd8f964a520f52927e3,6.3,Μου σφύριξαν ότι το χει Έλληνας. Το καταλαβαίνεις από τη lounge μουσική.,Coffee Shop,4bf58dd8d48988d1e0931735,"51.5052231676,-0.022131190477"
Buddha Lounge,4adcd3dbf964a520453021e3,,Now called Buddha lounge & it's all about paying a visit on the 24/4/11 for Hat Club's Easter Special. Hit us up for more info. ,Nightclub,4bf58dd8d48988d11f941735,"51.5794605361,0.1794187176"
YHA London Thameside,4bcf48500ffdce728658b2c0,5.8,"England's largest YHA hostel is a family-oriented place with lots of facilities for kids. Other amenities include a bar, TV lounge, Internet access and a games room.",Hostel,4bf58dd8d48988d1ee931735,"51.5043331679,-0.0463385410185"
Hazev,4b670ca1f964a520fc362be3,7.6,"My favourite Turkish restaurant in London! Always delicious food, good services and pleasant ambiance. Iskender is my favourite dish, but many others are good too. Nice tea/coffee lounge as well.",Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb,"51.5020074118,-0.0195701241916"
Vertigo Lounge,4e957b2261af864d7cec7c57,,Lovely staff and very contemporary decor. Perfect for coffee and watching the world go by,Lounge,4bf58dd8d48988d121941735,"51.5610591448,0.220947982567"
The Narrow,4ac518c3f964a52058a420e3,6.2,They've updated the outside area to include lovely lounge furniture and half of the conservatory is a lounge bar too,Gastropub,4bf58dd8d48988d155941735,"51.5095816925,-0.0378393938206"
Temple Lounge,51352845e4b0e122e0fb246f,6.2,"Indian and Lebanese cuisine and sheesha garden. No alcohol served, but apparently you can bring yours.",Lounge,4bf58dd8d48988d121941735,"51.5072562352,-0.0230043688986"
Street Feast Hawker House,561bdd9f498e8f45807d0caf,8.9,Two floor indoor night market until 2 April 2016,Street Food Gathering,53e0feef498e5aac066fd8a9,"51.497874039,-0.0452479743444"
la streetzer,58d4786adebdf62e17f69fdc,,,Night Market,53e510b7498ebcb1801b55d4,"51.494282,-0.088961"
South Pole Saloon,565a14cc498e983dcd9b17ed,,,Night Market,53e510b7498ebcb1801b55d4,"51.4629469193,-0.111909842109"
Brixton Night Market,52a371e611d25fe53ac33a11,,,Night Market,53e510b7498ebcb1801b55d4,"51.4611318708,-0.11539801625"
The Parlour Bar & Kitchen,4ae3363df964a520b79121e3,6.1,Cavernous Canary Wharf bar. Not bad but gets packed with the after work crowd on Thursday / Friday night. Bit of a meat market though.,Bar,4bf58dd8d48988d116941735,"51.5048440559,-0.0186289271132"
Creative Dates UK,597edfbc1b0ea5223f68a849,,,Night Market,53e510b7498ebcb1801b55d4,"51.5038007844,-0.136490911245"
Air & Breathe Nightclub,4bedc092a40fc928f072820c,7.4,"13 years on Getting smashed in this place, and I still love it!",Nightclub,4bf58dd8d48988d11f941735,"51.4459735418,0.214541981807"
Bloc.,50133447e4b0c3d591336b96,7.7,"Music was flat, couldn't get overall vibe of the club",Nightclub,4bf58dd8d48988d11f941735,"51.5352683508,-0.0199866355271"
Building Six,4d571c5f9e508cfaa281179b,7.0,Impressive soundsystem with a pulsating dancefloor!,Nightclub,4bf58dd8d48988d11f941735,"51.5042648228,0.00283046785211"
The O2 Arena,4ac518eaf964a52007ac20e3,9.1,"So much to do! Cinema, casual and formal food, nightclubs, concerts. Regular buses just outside.",Music Venue,4bf58dd8d48988d1e5931735,"51.5029737935,0.00409617445395"
London airport Disco,4e07741b1f6e2110338d1461,,,Nightclub,4bf58dd8d48988d11f941735,"51.504161108,0.0496651281724"
Pure Night Club,4b1abceff964a520a8f023e3,,"This place gets crowded easily, so if you suffer a bit of claustrophobia then I recommend going to a more spacious night club like Air & Breathe (especially if you're very young).",Nightclub,4bf58dd8d48988d11f941735,"51.4571248988,0.138173603827"
The Brickyard Bar & Grill,4d2f523a73e5a093f86459cf,6.4,Towie central.,Nightclub,4bf58dd8d48988d11f941735,"51.5716019261,0.184044446643"
Liquid & Envy,4adcce8cf964a520033021e3,,If you're a turbo prick - this is the place for you!!,Nightclub,4bf58dd8d48988d11f941735,"51.5750539563,0.182327856151"
Faces Nightclub,4ad597b1f964a520290321e3,5.6,Gonna try and get this performances at this venue in the near future... passports need to be ready!,Nightclub,4bf58dd8d48988d11f941735,"51.5771796136,0.0682359306559"
Fiction,54934089498eeff655d607fa,,"Excellent music, great atmosphere , reasonable prices.",Nightclub,4bf58dd8d48988d11f941735,"51.5750407164,0.182419172411"
Circus Tavern,50488e64e4b0c226755e4da8,,Go Aftermath!,Nightclub,4bf58dd8d48988d11f941735,"51.4858574088,0.24616499936"
Buddha Lounge,4adcd3dbf964a520453021e3,,"The crowd, overnight music & day",Nightclub,4bf58dd8d48988d11f941735,"51.5794605361,0.1794187176"
Crush,4bad4f74f964a520d4443be3,,"This is the best bar in Dartford & probably in Kent! Try the great cocktails on Thursday, they're 2 for £5 :)",Nightclub,4bf58dd8d48988d11f941735,"51.4447333463,0.215811499565"
Kosho,4c587ee712f0d13ae49009ad,,,Nightclub,4bf58dd8d48988d11f941735,"51.5764363842,0.182119687127"
The Venue,4b228c2af964a520c84824e3,5.6,"Awful music, but nice girls...",Nightclub,4bf58dd8d48988d11f941735,"51.4758229009,-0.0367941947538"
New Globe,4b87081bf964a5207eac31e3,6.0,"3 pound for a double whiskey and coke, what more of a tip do you need?",Nightclub,4bf58dd8d48988d11f941735,"51.5244126555,-0.0367192467641"
Funky Mojoes,4ca66be6a6e08cfade7f7a94,,TOWIE stars go here a lot and do what they want to whoever they want!! Management need a rethink,Nightclub,4bf58dd8d48988d11f941735,"51.5969728303,0.0213116946375"
Autumn Street Studio,51055ea2e4b08a321e70c6e5,6.1,"The permanant home of bloc, who are sadly not running any more festivals.  Great space, great sound system,  great DJS.  What more do you need?",Nightclub,4bf58dd8d48988d11f941735,"51.5352938583,-0.0200899794672"
The Stretch,4d25d71bb3ad60fc7adb3406,,"1,5£ for jagerbombs on Fridays. Lets get mortal",Nightclub,4bf58dd8d48988d11f941735,"51.4745314213,-0.0362606954141"
The Reach Bar + Kitchen,52af7584498e380f7d2d7314,8.4,http://www.thereachbar.co.uk/,Gastropub,4bf58dd8d48988d155941735,"51.5067298053,0.073014672872"
The Taproom SE18,562915e7498e006e2fd4be42,8.3,Brilliant food (pizza is to die for!) and good range of alcohol to go with it :),Pub,4bf58dd8d48988d11b941735,"51.4921981905,0.0714564141018"
Dial Arch,4c2b7d7957a9c9b6e1fbf567,7.4,"Superb gastro pub in the heart of Royal Arsenal Riverside dwelling. Great atmosphere, very mature crowd and music just the right levels for a good chat with mates.",Pub,4bf58dd8d48988d11b941735,"51.4922711725,0.0699279682255"
Woolwich Equitable,545285a9498e59da3cf88cb0,7.4,"Classy and cool bar in Woolwich with live jazz, great beer and food",Bar,4bf58dd8d48988d116941735,"51.4900758335,0.0681307884468"
The Earl Haig,4b5a04cdf964a52016a828e3,7.2,Fantastic food and very cozy atmosphere during the day. Very lively at night.,Pub,4bf58dd8d48988d11b941735,"51.4730230537,0.140822060052"
The Miller's Well  (Wetherspoon),4c87aae0821e9eb0d9cc8d89,7.8,Lovely beer in a local Wetherspoons which also features a war memorial.,Pub,4bf58dd8d48988d11b941735,"51.5334055398,0.0563794606527"
The Pipe Major,4e7a1f5414954a343fb58258,6.9,,Pub,4bf58dd8d48988d11b941735,"51.5457717236,0.165251153379"
Brewers Fayre,4ff53e9de4b009b18e4f6fd5,6.4,"Chicken goujouns, garlic bread, new yorker burger are just amazing",Pub,4bf58dd8d48988d11b941735,"51.5313856747,0.148087088874"
The Yacht,4c96019e6b35a1435df729dc,6.5,"This is my family's local and every time I have visited here I have had a great time playing pool, eating some food, socialising with my family and having some drinks. One of my favourite pubs.",Pub,4bf58dd8d48988d11b941735,"51.4663396428,0.14511224861"
The Travellers Home,4cbb68b59552b60cbde6df8b,6.5,The hunters chicken is fantastic. Staff are very friendly too.,Pub,4bf58dd8d48988d11b941735,"51.4634486217,0.150954048077"
Prince Albert,4c48b1f49e3e2d7fe72aca47,6.5,The Bexley Burger is amazing. Gotta try it,Pub,4bf58dd8d48988d11b941735,"51.4551713233,0.152965173568"
The New Cross Turnpike (Wetherspoon),56b0ede9498e3c7372f2a5b2,6.2,Cheap beer,Pub,4bf58dd8d48988d11b941735,"51.4629439518,0.103968392691"
The Great Harry (Wetherspoon),50041b67e4b0524582e34784,6.1,"Been here on numerous occasions celebrating birthdays, weddings or just socialising with friends on a Saturday night. I enjoy the chicken caesar salad the best along with the Sunday Carvery.",Pub,4bf58dd8d48988d11b941735,"51.4899853167,0.0670989791865"
Thatched House,4c7009bab5a5236a4eea4e52,5.8,Lots of African and Jamaican jams,Pub,4bf58dd8d48988d11b941735,"51.5330040505,0.106713221617"
Barking Dog (Wetherspoon),4c87aa3f821e9eb044cc8d89,6.1,The breakfast here are amazing,Pub,4bf58dd8d48988d11b941735,"51.5396594915,0.0815827194314"
The Ship & Shovel,501d6074e4b04798bbdf6439,,"Awesome pub. open everyday from 1pm, and prices are reasonable low. Take a pint and ralex:) p.s. If you will came you should try flaming sambuca, that's pretty awesome how they are making that!!!",Pub,4bf58dd8d48988d11b941735,"51.5322292568,0.116959483597"
The Furze Wren (Wetherspoon),4adc754ff964a5206d2c21e3,6.0,Nice pub. Friendly bar staff will go again,Pub,4bf58dd8d48988d11b941735,"51.4567457041,0.14779975223"
Kings Arms,4c38619eae2da593c98600c6,6.0,"Well located old traditional pub compared to the rest of bexleyheath's bars and corporate pikey dens (wetherspoons). Could do with a good clean and would do with redecoration. Otherwise fine, friendly",Pub,4bf58dd8d48988d11b941735,"51.4570427825,0.142706796398"
The Wrong 'Un (Wetherspoon),4c87aa51821e9eb051cc8d89,5.9,"Try our new draught ciders, Thatchers Gold and Stowford Press. Both very crisp and refreshing. Only £2.55 per pint!",Pub,4bf58dd8d48988d11b941735,"51.4577345439,0.137389239609"
The Bull,4d8e0844788c548103b02efd,,,Bar,4bf58dd8d48988d116941735,"51.5391941271,0.1652978481"
Volunteer,4fb76860e4b01f388c7de237,,,Beer Garden,4bf58dd8d48988d117941735,"51.4872144519,0.0919209097695"
Danson Stables,4b9cce89f964a5208a7c36e3,5.8,Jan 2013 pub ran out of lager ??? Is this place being run down on purpose ?,Pub,4bf58dd8d48988d11b941735,"51.4578751042,0.117513375726"
Roundhouse,4bdfc9816198c9b6ed6418ff,,,Pub,4bf58dd8d48988d11b941735,"51.5415454878,0.113742287377"
Hop Stuff Brewery,5313c050498e4f30e41ab593,,"Highly recommend the Renegade, the Porter, and the Fusilier. Also recommend you keep a *really* close eye on your sausage roll, else Barley the handsome brewery dog will almost certainly snaffle it.",Brewery,50327c8591d4c4b30a586d5d,"51.4920654997,0.0743401050568"
The Lord Denman (Wetherspoon),4c07c27a271dc9b6464d2b9a,5.5,Bit of a drug den.,Pub,4bf58dd8d48988d11b941735,"51.5423754724,0.14808978357"
The Lord Kitchener,4c151262a1010f47aa5f4d18,,,Gastropub,4bf58dd8d48988d155941735,"51.4691609456,0.122383049074"
The Star,4feb67fee4b00d7f2c5e775a,,"Refurbished in summer 2015, it's far more upbeat, with interior & exterior (especially garden) done up very nicely. Great atmosphere & service, good drinks & food. Quality comedy club nights launched.",Pub,4bf58dd8d48988d11b941735,"51.4809795815,0.0792239675782"
London airport Disco,4e07741b1f6e2110338d1461,,,Nightclub,4bf58dd8d48988d11f941735,"51.504161108,0.0496651281724"
The Royal Oak,4bce0a37c564ef3bc08bedf0,,,Pub,4bf58dd8d48988d11b941735,"51.5458002774,0.0933893034696"
William Camden,4c432c00cc410f4730caad61,,"Who the fuck died in the bogs, swarms of flies in there - well sussy",Pub,4bf58dd8d48988d11b941735,"51.4632209537,0.132430086177"
The Red Barn,4b64738ff964a52035b42ae3,,,Pub,4bf58dd8d48988d11b941735,"51.4654523701,0.158444142779"
The Eastbrook,4c51b026250dd13a9b85a87d,,Stunning interior. Listed on the national inventory of historic pub interiors. Great real ales.,Pub,4bf58dd8d48988d11b941735,"51.5516424278,0.161590042659"
The Royal Standard,4c9e093654c8a1cde64c894b,,"Only sells weak beer like Carling, Foster's and Carlsberg and was told no draught at the weekend. Seems to be selling supermarket drinks. Not good.",Gay Bar,4bf58dd8d48988d1d8941735,"51.4564075504,0.136174511057"
Brewers Fayre Bexley Heath,551d5d11498e2ea31acdd822,,Usually order the steak and it is quite nice.,Pub,4bf58dd8d48988d11b941735,"51.4556452836,0.143204007557"
Other Cafe and Gallery,4e9982ef77c85da036eb165a,7.3,Loved the Eggs Royale with lime and spinach...one of the best I ve had in London,Café,4bf58dd8d48988d16d941735,"51.5462079689,-0.0780056818975"
OTHER/shop,50f463e9183f3a8f1d1db947,7.8,,Boutique,4bf58dd8d48988d104951735,"51.5131093844,-0.139861106873"
Dr. Kluger's Olde Towne Tavern,5540d20d498e1a8c72bd0328,7.7,"Only place in Canary Wharf on a Friday that's not packed, obnoxious and loud. Great music, great cocktails, top notch!",Speakeasy,4bf58dd8d48988d1d4941735,"51.5060525333,-0.0178802135856"
The Roof,4de929a2b0fbcb7c9ad62c42,,,Speakeasy,4bf58dd8d48988d1d4941735,"51.4581222847,0.136107472982"
Bear Hug House,57af88a3498e4bc46ed6b5df,,,Speakeasy,4bf58dd8d48988d1d4941735,"51.51066,0.024519"
The House Of Grape,4db3beff43a1369cb5abbd82,,,Speakeasy,4bf58dd8d48988d1d4941735,"51.5494732581,0.00907055208148"
Le Sorelle,4f17da8a0cd64a528e50bb9b,,"Le Sorelle is on Facebook as Le Sorelle, @lesorellelondon twitter",Speakeasy,4bf58dd8d48988d1d4941735,"51.5007153052,-0.015857219696"
Friendly Place,5166a9f6e4b067836349306e,,Amazing. They closed the roof terrace way to early though :'(,Speakeasy,4bf58dd8d48988d1d4941735,"51.472374,-0.015076"
Space Hijacker HQ,4f93f19fe4b06ce858a8e5fa,,,Strip Club,4bf58dd8d48988d1d6941735,"51.5122034874,-0.0310302383023"
Joe's,4d950252af3d236a1075e8c6,,,Strip Club,4bf58dd8d48988d1d6941735,"51.5327069899,-0.0345916050209"
Lee Valley VeloPark,52de9a2711d2b6d62fa1cc58,9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.5503447823,-0.0167959928513"
East london Gymnastics Club,4e0c524018a89ad010688d2b,7.6,They have amazing facilities  for doing gymnastics!!)),Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5141067747,0.0601550686241"
Royal Arsenal Gym,4c11eacbd917c9288690b662,7.2,Work harder.,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4930436713,0.0727376348659"
The Reach,4c39beea2c8020a1a81f8d00,7.9,"Very nice climbing centre. A lot of varied walls are available. Slabs, overhang, beginners, tricky ones. Some bouldering. The atmosphere is very welcoming. I enjoy climbing at the Reach.",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4943635093,0.0427569967041"
Better Eltham Leisure Centre,4d6282df196ba0930b233156,8.7,"The family pool is clean, warm and friendly: lovely place to bring babies and toddlers. My 2yo loves the 'giant shower'!",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4513184428,0.0576766836559"
Hackney Marshes Parkrun,50660cfbe4b08514aba366fa,7.8,Run as fast as you can 😄,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.5540206177,-0.0258350372314"
Fullwell Cross Leisure Centre,4b657b12f964a520f1f12ae3,6.9,Staff are helpful.,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.5925535795,0.0841577660906"
PureGym Limehouse,59ea59e91c0b346f07121608,7.2,,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.512373,-0.037417"
easyGym,5162f337e4b023b1c8989372,7.4,"Nice size, good price,great new equipment.  Not enough showers though.",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5574544403,0.070830068127"
The Gym London Barking,5628014b498e3a8dc4613c3a,6.9,,Gym,4bf58dd8d48988d176941735,"51.5361929371,0.0786008572624"
University Of East London SportsDock,5035e2b4e4b0573430d796df,,,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.5076046099,0.0686324542889"
Gymbox Stratford,54fde418498e227b8d2772e8,8.7,"Great gym, has great equipment helpful staff!",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5422755359,-0.0080887708318"
The Greenwich Centre,55aca2d7498e5e4771fc4fc4,7.9,This building has a stunning  design and tonnes of natural light,Recreation Center,52e81612bcbc57f1066b7a26,"51.4858220476,0.00848077328279"
Virgin Active,4ae55558f964a520a8a021e3,8.7,"James Bond's rooftop swimming pool in downtown Shanghai in Skyfall (2012) is in fact Virgin Active's indoor pool at Westferry Circus, Canary Wharf. The Shanghai skyline was digitally added afterwards.",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5065998161,-0.0289329867484"
PureGym,587bac9b6cea3f55dc255cfb,7.2,,Gym,4bf58dd8d48988d176941735,"51.48918,0.028131"
Better Gym,54eb9120498e11557faa55d2,7.5,"Great modern gym with some very fancy equipment (you log in to each piece with a digital key...). Quite limited on free weights as a trade off, but good if you use the machines a lot.",Gym,4bf58dd8d48988d176941735,"51.5004953196,0.00648054152996"
Third Space,4ad08393f964a52049d820e3,7.8,"This is a great gym, so many machines classes, free weights etc awesome for everyone. Even climbing wall, swimming pool and boxing ring!",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5046155298,-0.0172090530396"
PureGym London Canary Wharf,566ac90d498e25d72d60c351,7.9,34.99£ is great value for money :),Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5078544684,-0.0232712753773"
Club Baltimore,4f97cd45e4b08ae4a036738f,7.7,"Great facility! Swim in 25m pool, box in the ring, lift the 50kg dumbells or just sit on the  Powerplate! And if you're not in the mood just play table tennis, Xbox Kinect, table football or pool!",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4973212524,-0.0157452371929"
Qmotion Health & Fitness Centre,4cb2bb3aeb65b1f75bb17ecd,8.9,"It is Summer time now so all the students have left! Summer offer of £72 for 8 weeks, with further offers once your 8 weeks are up! Offer ends 31st July",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5230542536,-0.0428010875114"
The Gym Group,52ed151711d249bb060825e0,6.7,,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5553398162,0.0653511311509"
Meridian Fitness,503a0b7ae4b022a04b6b69aa,7.8,,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4811642176,-0.0182290426054"
Fitness4Less Canning Town,51ffed89498e3955671e1349,7.1,"A great place to get fit. Excellent facilities, great classes and friendly staff.",Gym,4bf58dd8d48988d176941735,"51.5164237211,0.00982579131734"
Bow Quarter Gym,4c34bbb6213c2d7f76f9385d,7.9,Everything you want from a gym...including a lack of people so no waiting!,Gym,4bf58dd8d48988d176941735,"51.5315344062,-0.0208397150241"
PureGym,4f741e647716f0913c2e63d4,7.6,"Best gym in the Greenwich, more than enough cardio equipment. The weights room can get VERY busy. Although if you like to work out in evenings after 9pm is usually melo. Wknd eve are very quiet.",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4761810015,-0.0183838780572"
Thames Crossfit,4da33f8b540ea1cd9b418dde,7.6,"Came here really afraid because I didn't know anybody. Inspite of loving my former box, in Brazil, I felt extremally welcomed :) besides, all the coaches are awesome!",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5072468823,-0.0265220143919"
David Lloyd Gidea Park,4c571a152308be9ae566586c,7.5,Come. Run. Train. Steam then eat perfect place to be after a busy day,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5841932172,0.215846672155"
Better Waterfront Leisure Centre,4ac518cff964a52056a620e3,6.2,If you have rolls of fat please don't think that wearing just a sports bra and leggins makes you look slimmer...,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4937229971,0.062600924159"
David Lloyd Kidbrooke Village,4b4e23a8f964a520a0e226e3,7.0,Zumba class on Thursday is the best ever!!!!!!! You become an absolutely new person after it!! FUN & JOY if you like to dance!!!!,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.458852,0.02581"
David Lloyd Dartford,4bf6e2f6508c0f4733043d31,7.4,"Pool, sauna ,g equipment",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4373053116,0.227870692651"
The Gym Dartford,565d6eb9498e2562f581dddf,7.1,,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.445556,0.2194925"
Better Leytonstone Leisure Centre,4be5e7342457a5939c31ac15,7.5,Pool is a decent size. Offers swimming lessons and aqua aerobics classes too.,Gym,4bf58dd8d48988d176941735,"51.5599508504,0.00428439963725"
PureGym West Thurrock,57cee2b7498ea02d555b7a3c,7.2,Plenty of lockers,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4844278453,0.273141477832"
DynamiX Health Club,54b2999f498efd70491b1c9a,6.4,,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5309657071,0.038265080339"
PureGym,55714c25498e07f46ee609e1,7.3,"Clean, Relativity quiet most of the time and lots of equipment.",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.477238064,-0.0169000611523"
OneSE8 Gym,4c5709f2744a0f47b60dc8cb,7.4,Residents only!,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4728659417,-0.021289135038"
Wavelengths Leisure Centre,4c244cfba852c92825fbe26c,7.3,"Really nice, clean gym and pool. Quite expensive but worth it!",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4776695176,-0.0231181700514"
Poplar Baths,4d2438de668f60fc70bdb16f,7.2,"Completely refurbished; with the £5.60 annual membership it's just £3.20 a go for the pool - cheaper than a coffee! Bicycle parking in front, Santander rentals across the street, DLR station next door",Pool,4bf58dd8d48988d15e941735,"51.5111718677,-0.013758091744"
Redbridge Sports Centre,4c489bd90f5aa593a6d48176,7.1,"Small gym with more machines and cardio than free weights. Great tennis, badminton, and table tennis facilities",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5961981846,0.0899813286546"
Decathlon Surrey Quays,4ad9b74cf964a520801a21e3,7.8,Large athletic goods store. You can find cheap items and just about anything you may need for any sport...,Sporting Goods Shop,4bf58dd8d48988d1f2941735,"51.4972224303,-0.0468179735799"
Virgin Active Health Club,4c457a37dcd61b8de9b57c56,7.0,Not a bad place,Gym,4bf58dd8d48988d176941735,"51.4233589051,0.0877369401275"
Bannatyne's Health Club,4bb8e221b35776b0d259c901,7.2,Lol not great,Gym,4bf58dd8d48988d176941735,"51.4355924516,0.0253573619271"
Crook Log Leisure Centre,4b47309cf964a5209c2c26e3,5.9,Body Combat,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4636053627,0.125750833943"
The Gym Dagenham,586a737ea36ecd3c2d64d605,,,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5322879199,0.135631456784"
Hilton London Canary Wharf,4b742ff8f964a520e8cb2de3,7.2,Executive lounge is awesome,Hotel,4bf58dd8d48988d1fa931735,"51.5007847161,-0.0196856610546"
Budget Gym Lewisham,50afc7b4e4b00b39bcbc8e81,7.1,Great gym with some fantastic classes and personal trainers. Look out for the guy who looks like Wolverine on the weights machines!,Gym,4bf58dd8d48988d176941735,"51.4626865817,-0.00989126063066"
Barking Sporthouse and Gym,4fae85aae4b091b462bcb1c5,5.9,Nice place ...,Recreation Center,52e81612bcbc57f1066b7a26,"51.5458510152,0.111580777277"
Fitness First,4b5f3dd1f964a5207daf29e3,6.9,Management don't know how to label weight area so dumbbells have to go back on a specific spot on the racks. And meatheads are incapable of putting their weights back at all. #FFS #ThisIsADisaster,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5564936551,-0.00726184411003"
Beacontree Heath Leisure Centre,4eea443a2c5bbde2183f2e7e,5.8,Much better now they've moved the free weights to another studio.,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5609966326,0.148931678767"
The Gym Group,581a4349199fe617858028ef,6.8,Depending on what time you are going it seem to be busy all the time,Gym,4bf58dd8d48988d176941735,"51.4663781207,-0.0169967457299"
David Lloyd Sidcup,4ac518faf964a5202eb020e3,6.4,Why oh why oh why ? The only pounds you are losing are from your pocket ?!,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4223223375,0.116034255117"
Wanstead Leisure Centre,4ca4e96a965c9c742709c7fa,6.5,Very reasonably priced.,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5759596298,0.0360232853095"
Archery Fit,562135d9498ead0b0b002b7d,,Best indoor archery club in London. Very friendly atmosphere. I love spending time here!,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.4763727738,-0.0198194048624"
Goals Soccer Centre,4bce08c068f976b0ba4f6583,,Coke always flat and the bar staff are ignorant,Soccer Field,4cce455aebf7b749d5e191f5,"51.5326936427,0.132760068558"
The Commando Temple Gym,523aeee093cde1bb45784de8,,,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.4786066129,-0.0244671106339"
East Ham Leisure Centre,4ba10821f964a520e49037e3,5.8,"Always book the classes using the online system, less queueing involved",Gym Pool,4bf58dd8d48988d105941735,"51.5325459207,0.0563012182891"
Golds Gym,4bab4591f964a520e89c3ae3,,,Gym,4bf58dd8d48988d176941735,"51.5497243307,0.16140460968"
easyGym,5510255a498eb37abbd38c3c,,,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5373905115,0.0512859989642"
Jump Evolution,579f5908498e2db2e6de373c,,,Athletics & Sports,4f4528bc4b90abdf24c9de85,"51.598675,0.224955"
Mile End Park Leisure Centre,4b85563cf964a520845731e3,6.3,"Good fitness center, but try not to go on peak times coz it turns out to be packed. There are certain equipment that I miss such a pull-up bar.",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5194666712,-0.0322132415581"
Anytime Fitness 24/7,57d3e0d6498e1c6f2521c591,,,Gym,4bf58dd8d48988d176941735,"51.5665349646,0.133089130555"
Atherton Leisure Centre,4c34d5797cc0c9b66405f49a,5.9,Atherton LC is closed until refurbishment/building is completed in late 2014/early 2015,Gym,4bf58dd8d48988d176941735,"51.5446455713,0.0152633267762"
Lee Valley Hockey and Tennis Centre,53bec7df498eae8fde90d5da,8.4,Courts are fine buts it is expensive and always busy - tennis is not their priority,Hockey Field,4f452cd44b9081a197eba860,"51.552929135,-0.0162767282018"
Glass Mill Leisure Centre,51b0bcff498e11c44677358b,6.1,"Nice pool, if you can actually swim in it. On most evenings, Saxon Crown hogs the pool. If you're lucky, a lane or two will be reserved for general swimmers, which are populated by kids.",Gym / Fitness Center,4bf58dd8d48988d175941735,"51.4637944479,-0.0137578564228"
Newham Leisure Centre,4d65045bb470a143dead20fe,5.3,Has specially trained trainers for people with disabilities.  Their sessions are Tuesday afternoon or Friday morning. Lots of free parking too!,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5185778994,0.0355486299508"
Powerleague Docklands,4de7e0ede4cdfedb8aa8ea1a,6.3,Look out for The Liberty Legends who play in the Monday night league. Their manager is super HOT.,Soccer Field,4cce455aebf7b749d5e191f5,"51.4949300353,-0.0150520403773"
Soho Gym,50bcc43ee4b0e5071ddb7409,6.3,Good gym. Horrible music,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5321701014,-0.0417889808386"
Goals Soccer Centre,4bcca48a937ca5937f7cab92,,Football time⚽️,Soccer Field,4cce455aebf7b749d5e191f5,"51.4594054493,0.142358943172"
Apple's Gym,4dee6b237d8bb216743b8686,,,Gym / Fitness Center,4bf58dd8d48988d175941735,"51.5734524872,0.0835212907398"
