words,type,polarity
food be delicious special regular menu fare dish be never disappointment,NN VB JJ NN JJ NN VB NN VB RB NN,2.0
food be delicious special regular menu fare dish be never disappointment,NN VB JJ NN JJ NN VB NN VB RB NN,2.0
food be delicious special regular menu fare dish be never disappointment,NN VB JJ NN JJ NN VB NN VB RB NN,2.0
food be delicious special regular menu fare dish be never disappointment,NN VB JJ NN JJ NN VB NN VB RB NN,2.0
be parmesean porcini souffle lamb glaze balsamic vinegar surely be transport northern italy bite,VB NN NN NN NN VB JJ NN RB VB VB JJ NN NN,2.0
be parmesean porcini souffle lamb glaze balsamic vinegar surely be transport northern italy bite,VB NN NN NN NN VB JJ NN RB VB VB JJ NN NN,2.0
table be closely situate candle light food quality service overcompensate,NN VB RB VB NN JJ NN NN NN NN,2.0
table be closely situate candle light food quality service overcompensate,NN VB RB VB NN JJ NN NN NN NN,2.0
table be closely situate candle light food quality service overcompensate,NN VB RB VB NN JJ NN NN NN NN,2.0
table be closely situate candle light food quality service overcompensate,NN VB RB VB NN JJ NN NN NN NN,0.0
guaranteeed delight,NN NN,2.0
have know secret last year emilio the godfather have continue serve food wine god mortal price,VB VB NN JJ NN VB NN NN VB VB VB NN NN NN JJ NN,2.0
have know secret last year emilio the godfather have continue serve food wine god mortal price,VB VB NN JJ NN VB NN NN VB VB VB NN NN NN JJ NN,2.0
have know secret last year emilio the godfather have continue serve food wine god mortal price,VB VB NN JJ NN VB NN NN VB VB VB NN NN NN JJ NN,2.0
have know secret last year emilio the godfather have continue serve food wine god mortal price,VB VB NN JJ NN VB NN NN VB VB VB NN NN NN JJ NN,2.0
go try marinara arrabiatta sauce mozzarella en carozza be mmmmmmmm everything be just delicious,VB VB NN NN NN NN NN NN VB JJ NN VB RB JJ,2.0
go try marinara arrabiatta sauce mozzarella en carozza be mmmmmmmm everything be just delicious,VB VB NN NN NN NN NN NN VB JJ NN VB RB JJ,2.0
go try marinara arrabiatta sauce mozzarella en carozza be mmmmmmmm everything be just delicious,VB VB NN NN NN NN NN NN VB JJ NN VB RB JJ,2.0
check secret back room,NN JJ NN NN,2.0
pray stay open forever,VB VB JJ RB,2.0
thank emilio,NN NN,2.0
find food service value exceptional everytime have be there,VB NN NN NN JJ NN VB VB RB,2.0
find food service value exceptional everytime have be there,VB NN NN NN JJ NN VB VB RB,2.0
find food service value exceptional everytime have be there,VB NN NN NN JJ NN VB VB RB,2.0
food be authentic,NN VB JJ,2.0
feel be eat paris,VB VB VB NN,2.0
service be excellent friendly attentive,NN VB JJ JJ JJ,2.0
price be wonderfully low,NN VB RB JJ,2.0
very good wine choice,RB JJ NN NN,2.0
have room cheesestick best pizza nyc,VB NN NN JJ NN NN,2.0
get pepperoni yum family style salad,VB NN NN NN NN NN,2.0
get pepperoni yum family style salad,VB NN NN NN NN NN,2.0
great staff,JJ NN,2.0
always great service,RB JJ NN,2.0
go twice month,VB RB NN,2.0
fantastic,JJ,2.0
food be good lie,NN VB JJ VB,2.0
staff be so horrible,NN VB RB JJ,0.0
hostess waitress be incredibly rude do everything rush,NN NN VB RB JJ VB NN VB,0.0
hostess waitress be incredibly rude do everything rush,NN NN VB RB JJ VB NN VB,0.0
be plan get dessert waitress basically bill have chance order,VB VB VB NN NN RB NN VB NN NN,0.0
place be pricey yes food be worth service make feel be pay quater price,NN VB JJ RB NN VB JJ NN VB VB VB VB NN NN,0.0
place be pricey yes food be worth service make feel be pay quater price,NN VB JJ RB NN VB JJ NN VB VB VB VB NN NN,2.0
place be pricey yes food be worth service make feel be pay quater price,NN VB JJ RB NN VB JJ NN VB VB VB VB NN NN,0.0
save time trouble skip one,VB NN NN NN NN,0.0
amma be nothing special,NN VB NN JJ,1.0
eat here week ago find most dish average best too expensive,VB RB NN RB VB RB NN VB JJ RB JJ,0.0
eat here week ago find most dish average best too expensive,VB RB NN RB VB RB NN VB JJ RB JJ,0.0
not be back,RB VB RB,0.0
don dine tamarind vegetarian dish be simply not par veg selection,VB VB NN JJ NN VB RB RB VB JJ NN,0.0
don dine tamarind vegetarian dish be simply not par veg selection,VB VB NN JJ NN VB RB RB VB JJ NN,2.0
decor be nice service be spotty,NN VB JJ NN VB JJ,2.0
decor be nice service be spotty,NN VB JJ NN VB JJ,0.0
place be always pack,NN VB RB VB,1.0
most importantly food be excellent,RB RB NN VB JJ,2.0
try sea bass,VB NN NN,2.0
highly recommend,RB VB,2.0
first dal bukhara rock,JJ NN NN NN,2.0
be happy do food be,VB JJ VB NN VB,2.0
just,RB,2.0
yes dal bukhara be dam good so be kabab,RB JJ NN VB NN JJ RB VB NN,2.0
yes dal bukhara be dam good so be kabab,RB JJ NN VB NN JJ RB VB NN,2.0
overall give,JJ VB,2.0
,,2.0
haru park be simply disgusting,NN NN VB RB JJ,0.0
fish be not fresh rice taste old stale,NN VB RB JJ NN VB JJ JJ,0.0
fish be not fresh rice taste old stale,NN VB RB JJ NN VB JJ JJ,0.0
quite frankly be worst sushi have ever try,RB RB VB JJ NN VB RB VB,0.0
never be back,RB VB RB,0.0
honestly worst sushi husband have entire life,RB JJ NN NN VB JJ NN,0.0
not sure restaurant be rate highly,RB JJ NN VB VB RB,0.0
all eat sushi be definitely very poor quality,RB VB NN VB RB RB JJ NN,0.0
limited menu no so fresh ingredient thinly slice fish fall apart rice,JJ NN RB RB JJ NN RB VB NN VB RB NN,0.0
limited menu no so fresh ingredient thinly slice fish fall apart rice,JJ NN RB RB JJ NN RB VB NN VB RB NN,0.0
limited menu no so fresh ingredient thinly slice fish fall apart rice,JJ NN RB RB JJ NN RB VB NN VB RB NN,0.0
limited menu no so fresh ingredient thinly slice fish fall apart rice,JJ NN RB RB JJ NN RB VB NN VB RB NN,0.0
only thing really taste be very salty soy sauce even low sodium vinegar soak rice scallion top fish,JJ NN RB NN VB RB JJ NN NN RB JJ NN NN VB NN NN NN NN,0.0
only thing really taste be very salty soy sauce even low sodium vinegar soak rice scallion top fish,JJ NN RB NN VB RB JJ NN NN RB JJ NN NN VB NN NN NN NN,0.0
waitstaff be nice,NN VB JJ,2.0
wont come back again sure,JJ NN RB RB JJ,0.0
have be roth twice time be very disappointing,VB VB VB RB NN VB RB JJ,0.0
time be extremely dissappoint service be boarderline rude,NN VB RB VB NN VB JJ JJ,0.0
wouldnt even let finish glass wine offer,VB RB VB VB NN NN VB,0.0
much time seem do not care,JJ NN VB VB RB VB,0.0
dinner be nothing have again,NN VB NN VB RB,0.0
have egg benedict brunch be worst entire life try remove hollondaise sauce completely be failed be,VB NN NN NN VB JJ JJ NN VB VB NN NN RB VB JJ VB,0.0
be great surprise,VB JJ NN,2.0
theater block away have delicious meal beautiful room,NN NN RB VB JJ NN JJ NN,2.0
theater block away have delicious meal beautiful room,NN NN RB VB JJ NN JJ NN,2.0
theater block away have delicious meal beautiful room,NN NN RB VB JJ NN JJ NN,2.0
service be attentive,NN VB JJ,2.0
look forward eat here again,VB RB VB RB RB,2.0
planet thai be great,NN NN VB JJ,2.0
love food drink atmosphere,VB NN NN NN,2.0
love food drink atmosphere,VB NN NN NN,2.0
love food drink atmosphere,VB NN NN NN,2.0
svc be bit rude time esp have big group restaurant be,NN VB JJ JJ NN RB VB JJ NN NN VB,0.0
svc be bit rude time esp have big group restaurant be,NN VB JJ JJ NN RB VB JJ NN NN VB,2.0
try pad thai be fabulous price be so cheap,VB NN NN VB JJ NN VB RB RB,2.0
try pad thai be fabulous price be so cheap,VB NN NN VB JJ NN VB RB RB,2.0
just be cheap do not mean portion be small food be nasty be great,RB VB RB VB RB VB NN VB JJ NN VB JJ VB JJ,2.0
just be cheap do not mean portion be small food be nasty be great,RB VB RB VB RB VB NN VB JJ NN VB JJ VB JJ,2.0
just be cheap do not mean portion be small food be nasty be great,RB VB RB VB RB VB NN VB JJ NN VB JJ VB JJ,2.0
forget sandwich do not include plastic fork do not include pitum hummus platter,VB NN VB RB VB JJ NN VB RB VB NN JJ JJ,0.0
also sandwich near do not come anything chip side,RB NN VB VB RB VB NN NN NN,0.0
also sandwich near do not come anything chip side,RB NN VB VB RB VB NN NN NN,0.0
overall not money,JJ RB NN,0.0
overall not money,JJ RB NN,0.0
eating atmosphere save desk be very disappointing experience,NN NN VB NN VB RB JJ NN,2.0
eating atmosphere save desk be very disappointing experience,NN NN VB NN VB RB JJ NN,0.0
chennai garden be favorite indian restaurant city,JJ NN VB JJ JJ NN NN,2.0
have authentic indian amazin price,VB JJ NN JJ NN,2.0
have authentic indian amazin price,VB JJ NN JJ NN,2.0
restaurant be vegetarian be meat dish whatsoever,NN VB JJ VB NN NN RB,0.0
seat be uncomfortable be sit wall wooden bench,NN VB JJ VB VB NN JJ NN,0.0
rather cramped busy restaurant close early,RB JJ JJ NN VB RB,0.0
rather cramped busy restaurant close early,RB JJ JJ NN VB RB,0.0
patroon feature nice cigar bar have great staff,NN VB JJ NN NN VB JJ NN,2.0
patroon feature nice cigar bar have great staff,NN VB JJ NN NN VB JJ NN,2.0
food be tasty portion size be appropriate,NN VB JJ NN NN VB JJ,2.0
food be tasty portion size be appropriate,NN VB JJ NN NN VB JJ,2.0
be nice restaurant be look good place host intimate dinner meeting business associate,VB JJ NN VB VB JJ NN NN JJ NN NN NN NN,2.0
not great place family general dining,RB JJ NN NN JJ NN,0.0
lloovve place,NN NN,2.0
food be excellent,NN VB JJ,2.0
fish be so very fresh,NN VB RB RB JJ,2.0
waitstaff be very friendly,NN VB RB JJ,2.0
love yuka,VB RB,2.0
mermaid inn be overall good restaurant really good seafood,NN NN VB JJ JJ NN RB JJ NN,2.0
mermaid inn be overall good restaurant really good seafood,NN NN VB JJ JJ NN RB JJ NN,2.0
menu be limited almost dish be excellent,NN VB JJ RB NN VB JJ,0.0
menu be limited almost dish be excellent,NN VB JJ RB NN VB JJ,2.0
lobster sandwich be good spaghettus scallop shrimp be great,NN NN VB JJ NN NN NN VB JJ,2.0
lobster sandwich be good spaghettus scallop shrimp be great,NN NN VB JJ NN NN NN VB JJ,2.0
service be good ambience be good date group outing,NN VB JJ NN VB JJ NN NN NN,2.0
service be good ambience be good date group outing,NN VB JJ NN VB JJ NN NN NN,2.0
only fallback restaurant be price,JJ NN NN VB NN,0.0
even good seafood price be too high,RB JJ NN NN VB RB JJ,2.0
even good seafood price be too high,RB JJ NN NN VB RB JJ,0.0
lobster sandwich be be good be not nearly enough warrant price,NN NN VB VB JJ VB RB RB JJ VB NN,2.0
lobster sandwich be be good be not nearly enough warrant price,NN NN VB VB JJ VB RB RB JJ VB NN,0.0
be very pleasantly surprised,VB RB RB JJ,2.0
food be delicious have halibut special husband have steak service be top notch,NN VB JJ VB JJ JJ NN VB NN NN VB JJ NN,2.0
food be delicious have halibut special husband have steak service be top notch,NN VB JJ VB JJ JJ NN VB NN NN VB JJ NN,2.0
food be delicious have halibut special husband have steak service be top notch,NN VB JJ VB JJ JJ NN VB NN NN VB JJ NN,2.0
food be delicious have halibut special husband have steak service be top notch,NN VB JJ VB JJ JJ NN VB NN NN VB JJ NN,2.0
dessert come be candle not anyone ask waiter have see open birthday card gift say know be special occassion sort,NN VB VB NN RB NN VB NN VB VB VB NN NN NN VB VB VB JJ NN NN,2.0
truly mark attentive waiter,RB NN JJ NN,2.0
highly recommend restaurant base experience last night,RB VB NN VB NN JJ NN,2.0
eat thai place follow reviews very unhappy food,VB NN NN VB NN RB JJ NN,0.0
think place be used too much msg cooking food,VB NN VB VB RB JJ JJ NN NN,0.0
do not concern much customer health just want make money,VB RB NN JJ NN NN RB VB VB NN,0.0
please do not fool,VB VB RB VB,0.0
recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab,VB NN JJ JJ NN JJ NN RB NN NN JJ NN,2.0
recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab,VB NN JJ JJ NN JJ NN RB NN NN JJ NN,2.0
recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab,VB NN JJ JJ NN JJ NN RB NN NN JJ NN,2.0
recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab,VB NN JJ JJ NN JJ NN RB NN NN JJ NN,2.0
food be so cheap waiter be nice,NN VB RB JJ NN VB JJ,2.0
food be so cheap waiter be nice,NN VB RB JJ NN VB JJ,2.0
course be crowd care,NN VB VB VB,1.0
authentic shanghai style recommend better shanghai place new york,JJ NN NN VB JJ NN NN NN NN,2.0
have frequent ino several year food remain excellent,VB VB NN JJ NN NN VB JJ,2.0
cheese plate be varied delight great bargain,NN NN VB JJ NN JJ NN,2.0
cheese plate be varied delight great bargain,NN NN VB JJ NN JJ NN,2.0
cheese plate be varied delight great bargain,NN NN VB JJ NN JJ NN,2.0
large selection bruschetta paninis tramezzinis keep palate stagnate,JJ NN NN NN NN VB NN VB,2.0
large selection bruschetta paninis tramezzinis keep palate stagnate,JJ NN NN NN NN VB NN VB,2.0
large selection bruschetta paninis tramezzinis keep palate stagnate,JJ NN NN NN NN VB NN VB,2.0
asparagus truffle oil parmesan bruschetta be winner,NN NN NN NN NN VB NN,2.0
wine list be extensive be price,NN NN VB JJ VB VB,2.0
wine list be extensive be price,NN NN VB JJ VB VB,2.0
be sure try seasonal always delicious special,VB JJ VB JJ RB JJ NN,2.0
definitely neighborhood favorite,RB NN JJ,2.0
love place,VB NN,2.0
almost hesititate write review atmosphere be so great hate too become crowd,RB JJ VB NN NN VB RB JJ VB RB VB VB,2.0
food be very good great deal place self be great,NN VB RB JJ JJ NN NN NN VB JJ,2.0
food be very good great deal place self be great,NN VB RB JJ JJ NN NN NN VB JJ,2.0
food be very good great deal place self be great,NN VB RB JJ JJ NN NN NN VB JJ,2.0
wait staff be very freindly make feel be eat freindly little european town,JJ NN VB RB RB VB VB VB VB JJ JJ JJ NN,2.0
cafe dont get wrong be jsut person work be evil incompetent,NN VB VB JJ VB RB NN VB VB JJ JJ,0.0
cafe dont get wrong be jsut person work be evil incompetent,NN VB VB JJ VB RB NN VB VB JJ JJ,2.0
service be terrible have wait everything ask several different person same thing be allow be serve,NN VB JJ VB VB NN VB JJ JJ NN JJ NN VB VB VB VB,0.0
waitress seem be more concerned look good actually waitressing,NN VB VB RB JJ VB JJ RB JJ,0.0
dinner manager grab boyfriend ask be maybe dont know thing work america end storm away almost tearey yell tip be only thing survive,NN NN VB NN VB VB RB VB VB NN NN NN NN VB RB RB VB VB NN VB JJ NN VB,0.0
do tip guess model waitress just want more complain manager,VB NN NN NN NN RB VB RB VB NN,0.0
whole set be truly unprofessional wish cafe get good staff current one be great place,VB VB VB RB JJ NN NN VB JJ NN JJ NN VB JJ NN,0.0
whole set be truly unprofessional wish cafe get good staff current one be great place,VB VB VB RB JJ NN NN VB JJ NN JJ NN VB JJ NN,2.0
pizza here be consistently good,NN RB VB RB JJ,2.0
salad be delicious way begin meal,NN VB JJ NN VB NN,2.0
pass calamari,VB NN,0.0
be thick slightly soggy,VB JJ RB JJ,0.0
decor be charming,NN VB JJ,2.0
service be average,NN VB JJ,1.0
great place,JJ NN,2.0
ambience be so fun price be great top fact food be really tasty,NN VB RB NN NN VB JJ NN NN NN VB RB JJ,2.0
ambience be so fun price be great top fact food be really tasty,NN VB RB NN NN VB JJ NN NN NN VB RB JJ,2.0
ambience be so fun price be great top fact food be really tasty,NN VB RB NN NN VB JJ NN NN NN VB RB JJ,2.0
be not thrill have wait line minute guess be price pay popular place,VB RB VB VB VB NN NN NN VB NN VB JJ NN,1.0
definitely recommend sea like thai cuisine,RB JJ NN VB NN NN,2.0
be here few week back have worst customer service experience restaurant ever,VB RB JJ NN RB VB JJ NN NN NN NN RB,0.0
gentleman maybe manager come table so much smile greeting ask order,NN RB NN VB NN RB JJ NN NN VB NN,0.0
ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB,0.0
be understandable place be indeed different be not need be uncourteous customer downright rude,VB JJ NN VB RB JJ VB RB NN VB JJ NN RB JJ,0.0
never again,RB RB,0.0
absolutely love place,RB VB NN,2.0
excellent atmosphere delicious dish good friendly service,JJ NN JJ NN JJ JJ NN,2.0
excellent atmosphere delicious dish good friendly service,JJ NN JJ NN JJ JJ NN,2.0
excellent atmosphere delicious dish good friendly service,JJ NN JJ NN JJ JJ NN,2.0
be become ny italian food fare institution,VB VB NN JJ NN JJ NN,2.0
think be absolutely brilliant well runned business operation,VB VB RB JJ RB JJ NN NN,2.0
wine list be also really nice,NN NN VB RB RB JJ,2.0
everything be wonderful food drink staff mileau,NN VB JJ NN NN NN NN,2.0
everything be wonderful food drink staff mileau,NN VB JJ NN NN NN NN,2.0
everything be wonderful food drink staff mileau,NN VB JJ NN NN NN NN,2.0
everything be wonderful food drink staff mileau,NN VB JJ NN NN NN NN,2.0
everything be wonderful food drink staff mileau,NN VB JJ NN NN NN NN,2.0
highly recommend place,RB VB NN,2.0
have be casimir time have always have great time there,VB VB VB NN VB RB VB JJ NN RB,2.0
food be great reasonably price,NN VB JJ RB VB,2.0
food be great reasonably price,NN VB JJ RB VB,2.0
have try make reservation time hostess do not have name,VB VB VB NN NN NN VB RB VB NN,0.0
weather be nice try snag outside table,NN VB JJ NN NN JJ NN,2.0
staff have be nice seem really stressed unisex bathroom need be clean more often,NN VB VB JJ VB RB JJ NN NN NN VB VB RB RB,2.0
staff have be nice seem really stressed unisex bathroom need be clean more often,NN VB VB JJ VB RB JJ NN NN NN VB VB RB RB,0.0
boyfriend go there celebrate birthday other night say be be magnificent,NN VB RB VB NN JJ NN VB VB VB JJ,2.0
spectacular caviar hospitable waitstaff feel royalty enjoy second,JJ NN JJ NN VB NN VB JJ,2.0
spectacular caviar hospitable waitstaff feel royalty enjoy second,JJ NN JJ NN VB NN VB JJ,2.0
consider be last patron there be closing time waitstaff do not rush make feel comfortable relax,VB VB JJ NN RB VB JJ NN NN VB RB VB VB VB JJ VB,2.0
highly recommend caviar russe anyone want delicious top grade caviar fantastic service,RB VB NN NN NN VB JJ NN NN NN JJ NN,2.0
highly recommend caviar russe anyone want delicious top grade caviar fantastic service,RB VB NN NN NN VB JJ NN NN NN JJ NN,2.0
nice family own traditional restaurant,JJ NN VB JJ NN,2.0
fresh ingredient everything be make order,JJ NN NN VB VB NN,2.0
fresh ingredient everything be make order,JJ NN NN VB VB NN,2.0
be pleasantly surprised find gem hoboken,VB RB JJ VB NN JJ,2.0
friendly staff actually let enjoy meal company be,JJ NN RB VB VB NN NN VB,2.0
find food be outstanding particulary salmon dish have,VB NN VB JJ NN NN VB VB,2.0
find food be outstanding particulary salmon dish have,VB NN VB JJ NN NN VB VB,2.0
also order change mojito be world,RB VB NN NN VB NN,2.0
friend settle rice dish come back following day try dim sum be good not outstanding good,NN VB NN NN VB RB JJ NN VB JJ NN VB JJ RB JJ JJ,1.0
eat back patio be worth be cool music be hear well there,VB JJ NN VB JJ VB JJ NN VB RB RB RB,2.0
eat back patio be worth be cool music be hear well there,VB JJ NN VB JJ VB JJ NN VB RB RB RB,2.0
overall excellent restaurant,JJ JJ NN,2.0
food be good,NN VB JJ,2.0
place be nice calm,NN VB JJ VB,2.0
service be bit slow,NN VB NN VB,0.0
buffet have nice selection,NN VB JJ NN,2.0
food be average include surprising tasty dish,NN VB JJ VB JJ JJ NN,2.0
food be average include surprising tasty dish,NN VB JJ VB JJ JJ NN,2.0
service be also very good,NN VB RB RB JJ,2.0
go back,VB RB,2.0
get excellent piece cheesecake have several other nice pastry,VB JJ NN NN VB JJ JJ JJ NN,2.0
get excellent piece cheesecake have several other nice pastry,VB JJ NN NN VB JJ JJ JJ NN,2.0
recommend roxy not food,VB JJ RB NN,0.0
recommend roxy not food,VB JJ RB NN,2.0
son girlfriend want cheeseburger be huge,NN NN VB NN VB JJ,1.0
be too big bun,VB RB JJ NN,0.0
consequently burger fall apart hand make mess do nt feel finish,RB NN VB RB NN VB NN VB RB VB VB,0.0
also be,RB VB,0.0
have huge pastrami sandwich roll,VB JJ NN NN NN,1.0
be not really bad pound pastrami do not have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB RB VB JJ NN NN VB RB JJ RB,1.0
be not really bad pound pastrami do not have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB RB VB JJ NN NN VB RB JJ RB,0.0
place be really trendi have forget most important part restaurant food,NN VB RB NN VB VB RB JJ NN NN NN,0.0
place be really trendi have forget most important part restaurant food,NN VB RB NN VB VB RB JJ NN NN NN,2.0
last time order here food be spicy barely eat spice take away flavor dish,JJ NN VB RB NN VB JJ RB VB NN VB RB NN NN,0.0
last time order here food be spicy barely eat spice take away flavor dish,JJ NN VB RB NN VB JJ RB VB NN VB RB NN NN,0.0
tom kha soup be pathetic,NN NN NN VB JJ,0.0
want good authentic thai place be not place go,VB JJ JJ NN NN VB RB NN VB,0.0
go here lunch couple week saturday be thoroughly impress food,VB RB NN NN NN NN VB RB VB NN,2.0
pesto pizza be excellent thin crust pizza nice amount spicy italian cheese never hear before,JJ NN VB JJ JJ NN NN JJ NN JJ JJ NN RB VB RB,2.0
pesto pizza be excellent thin crust pizza nice amount spicy italian cheese never hear before,JJ NN VB JJ JJ NN NN JJ NN JJ JJ NN RB VB RB,2.0
conveniently locate too be right bedford ave,RB VB RB VB RB NN VB,2.0
back garden sit area be very pleasant see personal herb garden,JJ NN VB NN VB RB JJ VB JJ NN NN,2.0
definetly be go back,RB VB VB RB,2.0
have lobster sandwich be fantastic,VB NN NN VB JJ,2.0
husband say have eat several more portion be fine even exclaim french fry be best have have,NN VB VB VB JJ RB NN VB NN RB VB JJ NN VB JJ VB VB,0.0
husband say have eat several more portion be fine even exclaim french fry be best have have,NN VB VB VB JJ RB NN VB NN RB VB JJ NN VB JJ VB VB,2.0
husband say have eat several more portion be fine even exclaim french fry be best have have,NN VB VB VB JJ RB NN VB NN RB VB JJ NN VB JJ VB VB,2.0
have scallop appetizer be delicious sauce be wonderful,VB NN NN VB JJ NN VB JJ,2.0
have scallop appetizer be delicious sauce be wonderful,VB NN NN VB JJ NN VB JJ,2.0
wait bar have martini be just right,VB NN VB NN VB RB RB,2.0
be back,VB RB,2.0
love food,VB NN,2.0
be only place get yummy authentic japanese comfort food,VB JJ NN VB JJ JJ JJ NN NN,2.0
beat price,VB NN,2.0
highly recommend,RB VB,2.0
ve live ny year place have,NN VB NN NN NN VB,2.0
great food good size menu great service unpretensious set,JJ NN JJ NN NN JJ NN JJ VB,2.0
great food good size menu great service unpretensious set,JJ NN JJ NN NN JJ NN JJ VB,2.0
great food good size menu great service unpretensious set,JJ NN JJ NN NN JJ NN JJ VB,2.0
great food good size menu great service unpretensious set,JJ NN JJ NN NN JJ NN JJ VB,2.0
dish offer be unique very tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ve ever have,NN VB VB JJ RB JJ JJ NN NN NN NN JJ JJ NN JJ JJ NN NN JJ VB NN RB VB,2.0
dish offer be unique very tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ve ever have,NN VB VB JJ RB JJ JJ NN NN NN NN JJ JJ NN JJ JJ NN NN JJ VB NN RB VB,2.0
dish offer be unique very tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ve ever have,NN VB VB JJ RB JJ JJ NN NN NN NN JJ JJ NN JJ JJ NN NN JJ VB NN RB VB,2.0
dish offer be unique very tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ve ever have,NN VB VB JJ RB JJ JJ NN NN NN NN JJ JJ NN JJ JJ NN NN JJ VB NN RB VB,2.0
dish offer be unique very tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ve ever have,NN VB VB JJ RB JJ JJ NN NN NN NN JJ JJ NN JJ JJ NN NN JJ VB NN RB VB,2.0
glad be introduce place be rare gem ny,JJ VB VB NN VB JJ NN NN,2.0
freshest variety fastest delivery,JJ NN JJ NN,2.0
freshest variety fastest delivery,JJ NN JJ NN,2.0
freshest variety fastest delivery,JJ NN JJ NN,2.0
also very inexpensive,RB RB JJ,2.0
great choice cost great deal,JJ NN NN JJ NN,2.0
great choice cost great deal,JJ NN NN JJ NN,2.0
service be excellent food be delicious,NN VB JJ NN VB JJ,2.0
service be excellent food be delicious,NN VB JJ NN VB JJ,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
be very particular sushi be please choice include ceviche mix special crab dumpling assorted sashimi sushi roll type sake banana tempura,VB RB JJ NN VB VB NN VB NN NN JJ NN NN JJ NN NN NN NN NN NN NN,2.0
definitely great spot nice occasion date,RB JJ NN JJ NN NN,2.0
average good thai food terrible delivery,JJ JJ NN NN JJ NN,2.0
average good thai food terrible delivery,JJ JJ NN NN JJ NN,0.0
ve wait hour food,NN VB NN NN,0.0
be very abrupt call actually claim food be late be out rice,VB RB JJ VB RB VB NN VB RB VB RB NN,0.0
thai restaurant rice dinner,NN NN NN NN,0.0
food arrived minute call cold soggy,NN JJ NN VB JJ JJ,0.0
food arrived minute call cold soggy,NN JJ NN VB JJ JJ,0.0
be wonderful place stand point especially value ofr money,VB JJ NN VB NN RB NN JJ NN,2.0
be wonderful place stand point especially value ofr money,VB JJ NN VB NN RB NN JJ NN,2.0
excellent service,JJ NN,2.0
be greet promptly waiter be very nice cordial,VB VB RB NN VB RB JJ JJ,2.0
be very helpful suggest drink help order lot good dish know nothing indian food,VB RB JJ VB NN VB VB NN JJ NN VB NN JJ NN,2.0
be very helpful suggest drink help order lot good dish know nothing indian food,VB RB JJ VB NN VB VB NN JJ NN VB NN JJ NN,2.0
food look very appetizing delicious come variety fancy plate,NN VB RB JJ JJ VB NN JJ NN,2.0
end great experience have gulab jamun dessert recommend waiter,VB JJ NN VB NN NN NN VB NN,2.0
thank friend recommend restaurant certainly recommend other,VB NN VB NN RB VB NN,2.0
service here be great food be fantastic,NN RB VB JJ NN VB JJ,2.0
service here be great food be fantastic,NN RB VB JJ NN VB JJ,2.0
guacamole shrimp appetizer be really great have filet very good do not much frite come filet be so good care,NN NN NN VB RB JJ VB NN RB JJ VB RB RB NN VB NN VB RB JJ VB,2.0
guacamole shrimp appetizer be really great have filet very good do not much frite come filet be so good care,NN NN NN VB RB JJ VB NN RB JJ VB RB RB NN VB NN VB RB JJ VB,2.0
guacamole shrimp appetizer be really great have filet very good do not much frite come filet be so good care,NN NN NN VB RB JJ VB NN RB JJ VB RB RB NN VB NN VB RB JJ VB,0.0
absolutely visit again,RB NN RB,2.0
go wrong place,VB JJ NN,2.0
